Month,Date,Night,ColonyID,SiteOrigin,SiteTransplant,Live,Live_Dead,Spawn,BeginSpawn,EndSpawn,Tot.Repro.Vol.mL,Status,Notes
July,23-Jul-17,1,21A,13,4,DEAD,0,0,NA,NA,NA,0,
July,24-Jul-17,2,21A,13,4,DEAD,0,0,NA,NA,NA,0,
July,25-Jul-17,3,21A,13,4,DEAD,0,0,NA,NA,NA,0,
July,26-Jul-17,4,21A,13,4,DEAD,0,0,NA,NA,NA,0,
May,24-May-17,-1,21B,13,13,LIVE,1,0,NA,NA,NA,1,
May,25-May-17,0,21B,13,13,LIVE,1,0,NA,NA,NA,1,
May,26-May-17,1,21B,13,13,LIVE,1,0,NA,NA,NA,1,
May,27-May-17,2,21B,13,13,LIVE,1,0,NA,NA,NA,1,
May,28-May-17,3,21B,13,13,LIVE,1,1,20:21,20:21,0.0004,2,
June,23-Jun-17,0,21B,13,13,LIVE,1,0,NA,NA,NA,1,
June,24-Jun-17,1,21B,13,13,LIVE,1,1,21:04,22:00,0.002,2,
June,25-Jun-17,2,21B,13,13,LIVE,1,0,NA,NA,NA,1,
June,26-Jun-17,3,21B,13,13,LIVE,1,0,NA,NA,NA,1,
June,27-Jun-17,4,21B,13,13,LIVE,1,0,NA,NA,NA,1,
July,22-Jul-17,0,21B,13,13,DEAD,0,0,NA,NA,NA,0,
July,23-Jul-17,1,21B,13,13,DEAD,0,0,NA,NA,NA,0,
July,24-Jul-17,2,21B,13,13,DEAD,0,0,NA,NA,NA,0,
July,25-Jul-17,3,21B,13,13,DEAD,0,0,NA,NA,NA,0,
July,26-Jul-17,4,21B,13,13,DEAD,0,0,NA,NA,NA,0,
May,24-May-17,-1,22A,13,4,LIVE,1,0,NA,NA,NA,1,
May,25-May-17,0,22A,13,4,LIVE,1,0,NA,NA,NA,1,
May,26-May-17,1,22A,13,4,LIVE,1,0,NA,NA,NA,1,
May,27-May-17,2,22A,13,4,LIVE,1,0,NA,NA,NA,1,
May,28-May-17,3,22A,13,4,LIVE,1,0,NA,NA,NA,1,
June,23-Jun-17,0,22A,13,4,LIVE,1,1,21:17,21:30,0.0002,2,
June,24-Jun-17,1,22A,13,4,LIVE,1,1,21:10,21:40,0.001,2,
June,25-Jun-17,2,22A,13,4,LIVE,1,1,20:54,21:48,0.001,2,
June,26-Jun-17,3,22A,13,4,LIVE,1,1,20:56,21:22,NA,2,
June,27-Jun-17,4,22A,13,4,LIVE,1,0,NA,NA,NA,1,
July,22-Jul-17,0,22A,13,4,LIVE,1,0,NA,NA,NA,1,
July,23-Jul-17,1,22A,13,4,LIVE,1,0,NA,NA,NA,1,
July,24-Jul-17,2,22A,13,4,LIVE,1,0,NA,NA,NA,1,
July,25-Jul-17,3,22A,13,4,LIVE,1,0,NA,NA,NA,1,
July,26-Jul-17,4,22A,13,4,LIVE,1,0,NA,NA,NA,1,
May,24-May-17,-1,22B,13,13,LIVE,1,0,NA,NA,NA,1,
May,25-May-17,0,22B,13,13,LIVE,1,0,NA,NA,NA,1,
May,26-May-17,1,22B,13,13,LIVE,1,0,NA,NA,NA,1,
May,27-May-17,2,22B,13,13,LIVE,1,0,NA,NA,NA,1,
May,28-May-17,3,22B,13,13,LIVE,1,0,NA,NA,NA,1,
June,23-Jun-17,0,22B,13,13,LIVE,1,0,NA,NA,NA,1,
June,24-Jun-17,1,22B,13,13,LIVE,1,1,21:20,21:40,0.002,2,
June,25-Jun-17,2,22B,13,13,LIVE,1,1,21:09,22:25,0.5,2,
June,26-Jun-17,3,22B,13,13,LIVE,1,1,21:00,21:51,0.1,2,
June,27-Jun-17,4,22B,13,13,LIVE,1,0,NA,NA,NA,1,
July,22-Jul-17,0,22B,13,13,LIVE,1,0,NA,NA,NA,1,
July,23-Jul-17,1,22B,13,13,LIVE,1,1,21:04,21:31,0.0022,2,
July,24-Jul-17,2,22B,13,13,LIVE,1,0,NA,NA,NA,1,
July,25-Jul-17,3,22B,13,13,LIVE,1,0,NA,NA,NA,1,
July,26-Jul-17,4,22B,13,13,LIVE,1,0,NA,NA,NA,1,
May,24-May-17,-1,23A,13,4,LIVE,1,0,NA,NA,NA,1,
May,25-May-17,0,23A,13,4,LIVE,1,0,NA,NA,NA,1,
May,26-May-17,1,23A,13,4,LIVE,1,0,NA,NA,NA,1,
May,27-May-17,2,23A,13,4,LIVE,1,0,NA,NA,NA,1,
May,28-May-17,3,23A,13,4,LIVE,1,0,NA,NA,NA,1,
June,23-Jun-17,0,23A,13,4,LIVE,1,0,NA,NA,NA,1,
June,24-Jun-17,1,23A,13,4,LIVE,1,0,NA,NA,NA,1,
June,25-Jun-17,2,23A,13,4,LIVE,1,1,21:00,21:09,0.0022,2,
June,26-Jun-17,3,23A,13,4,LIVE,1,1,20:47,21:39,3,2,
June,27-Jun-17,4,23A,13,4,LIVE,1,1,20:59,21:46,0.5,2,
July,22-Jul-17,0,23A,13,4,LIVE,1,0,NA,NA,NA,1,
July,23-Jul-17,1,23A,13,4,LIVE,1,0,NA,NA,NA,1,
July,24-Jul-17,2,23A,13,4,LIVE,1,0,NA,NA,NA,1,
July,25-Jul-17,3,23A,13,4,LIVE,1,0,NA,NA,NA,1,
July,26-Jul-17,4,23A,13,4,LIVE,1,0,NA,NA,NA,1,
May,24-May-17,-1,23B,13,13,LIVE,1,0,NA,NA,NA,1,
May,25-May-17,0,23B,13,13,LIVE,1,0,NA,NA,NA,1,
May,26-May-17,1,23B,13,13,LIVE,1,0,NA,NA,NA,1,
May,27-May-17,2,23B,13,13,LIVE,1,0,NA,NA,NA,1,
May,28-May-17,3,23B,13,13,LIVE,1,0,NA,NA,NA,1,
June,23-Jun-17,0,23B,13,13,LIVE,1,0,NA,NA,NA,1,
June,24-Jun-17,1,23B,13,13,LIVE,1,1,21:07,21:20,0.002,2,
June,25-Jun-17,2,23B,13,13,LIVE,1,1,20:54,21:51,14,2,
June,26-Jun-17,3,23B,13,13,LIVE,1,0,NA,NA,NA,1,
June,27-Jun-17,4,23B,13,13,LIVE,1,0,NA,NA,NA,1,
July,22-Jul-17,0,23B,13,13,LIVE,1,0,NA,NA,NA,1,
July,23-Jul-17,1,23B,13,13,LIVE,1,0,NA,NA,NA,1,
July,24-Jul-17,2,23B,13,13,LIVE,1,0,NA,NA,NA,1,
July,25-Jul-17,3,23B,13,13,LIVE,1,0,NA,NA,NA,1,
July,26-Jul-17,4,23B,13,13,LIVE,1,0,NA,NA,NA,1,
May,24-May-17,-1,24A,13,4,LIVE,1,0,NA,NA,NA,1,
May,25-May-17,0,24A,13,4,LIVE,1,0,NA,NA,NA,1,
May,26-May-17,1,24A,13,4,LIVE,1,0,NA,NA,NA,1,
May,27-May-17,2,24A,13,4,LIVE,1,0,NA,NA,NA,1,
May,28-May-17,3,24A,13,4,LIVE,1,0,NA,NA,NA,1,
June,23-Jun-17,0,24A,13,4,LIVE,1,1,20:55,22:19,1,2,
June,24-Jun-17,1,24A,13,4,LIVE,1,1,20:45,22:00,0.5,2,
June,25-Jun-17,2,24A,13,4,LIVE,1,1,20:55,21:48,0.2,2,
June,26-Jun-17,3,24A,13,4,LIVE,1,1,21:25,21:36,0.001,2,
June,27-Jun-17,4,24A,13,4,LIVE,1,0,NA,NA,NA,1,
July,22-Jul-17,0,24A,13,4,LIVE,1,0,NA,NA,NA,1,
July,23-Jul-17,1,24A,13,4,LIVE,1,0,NA,NA,NA,1,
July,24-Jul-17,2,24A,13,4,LIVE,1,0,NA,NA,NA,1,
July,25-Jul-17,3,24A,13,4,LIVE,1,0,NA,NA,NA,1,
July,26-Jul-17,4,24A,13,4,LIVE,1,0,NA,NA,NA,1,
May,24-May-17,-1,24B,13,13,LIVE,1,0,NA,NA,NA,1,
May,25-May-17,0,24B,13,13,LIVE,1,1,21:03,21:21,0.0018,2,
May,26-May-17,1,24B,13,13,LIVE,1,1,20:52,21:15,0.5,2,
May,27-May-17,2,24B,13,13,LIVE,1,0,NA,NA,NA,1,
May,28-May-17,3,24B,13,13,LIVE,1,0,NA,NA,NA,1,
June,23-Jun-17,0,24B,13,13,LIVE,1,1,20:55,NA,1.5,2,
June,24-Jun-17,1,24B,13,13,LIVE,1,1,20:44,21:58,NA,2,
June,25-Jun-17,2,24B,13,13,LIVE,1,1,20:53,21:10,0.5,2,
June,26-Jun-17,3,24B,13,13,LIVE,1,0,NA,NA,NA,1,
June,27-Jun-17,4,24B,13,13,LIVE,1,0,NA,NA,NA,1,
July,22-Jul-17,0,24B,13,13,LIVE,1,0,NA,NA,NA,1,
July,23-Jul-17,1,24B,13,13,LIVE,1,0,NA,NA,NA,1,
July,24-Jul-17,2,24B,13,13,LIVE,1,0,NA,NA,NA,1,
July,25-Jul-17,3,24B,13,13,LIVE,1,0,NA,NA,NA,1,
July,26-Jul-17,4,24B,13,13,LIVE,1,0,NA,NA,NA,1,
May,24-May-17,-1,51A,13,4,LIVE,1,0,NA,NA,NA,1,
May,25-May-17,0,51A,13,4,LIVE,1,1,21:35,21:42,0.0014,2,
May,26-May-17,1,51A,13,4,LIVE,1,1,20:57,21:15,0.003,2,
May,27-May-17,2,51A,13,4,LIVE,1,1,20:53,21:12,0.0014,2,
May,28-May-17,3,51A,13,4,LIVE,1,0,NA,NA,NA,1,
June,23-Jun-17,0,51A,13,4,LIVE,1,1,21:14,21:17,0.0006,2,
June,24-Jun-17,1,51A,13,4,LIVE,1,1,20:46,21:25,5,2,
June,25-Jun-17,2,51A,13,4,LIVE,1,1,20:49,22:50,1,2,
June,26-Jun-17,3,51A,13,4,LIVE,1,1,21:02,21:16,0.1,2,
June,27-Jun-17,4,51A,13,4,LIVE,1,0,NA,NA,NA,1,
July,22-Jul-17,0,51A,13,4,LIVE,1,0,NA,NA,NA,1,
July,23-Jul-17,1,51A,13,4,LIVE,1,0,NA,NA,NA,1,
July,24-Jul-17,2,51A,13,4,LIVE,1,0,NA,NA,NA,1,
July,25-Jul-17,3,51A,13,4,LIVE,1,0,NA,NA,NA,1,
July,26-Jul-17,4,51A,13,4,LIVE,1,0,NA,NA,NA,1,
May,24-May-17,-1,51B,13,13,LIVE,1,0,NA,NA,NA,1,
May,25-May-17,0,51B,13,13,LIVE,1,0,NA,NA,NA,1,
May,26-May-17,1,51B,13,13,LIVE,1,1,20:48,21:07,0.002,2,
May,27-May-17,2,51B,13,13,LIVE,1,1,20:50,21:10,0.005,2,
May,28-May-17,3,51B,13,13,LIVE,1,0,NA,NA,NA,1,
June,23-Jun-17,0,51B,13,13,LIVE,1,1,20:50,NA,3,2,
June,24-Jun-17,1,51B,13,13,LIVE,1,1,20:45,21:37,5,2,
June,25-Jun-17,2,51B,13,13,LIVE,1,1,20:46,21:37,0.5,2,
June,26-Jun-17,3,51B,13,13,LIVE,1,0,NA,NA,NA,1,
June,27-Jun-17,4,51B,13,13,LIVE,1,0,NA,NA,NA,1,
July,22-Jul-17,0,51B,13,13,LIVE,1,0,NA,NA,NA,1,
July,23-Jul-17,1,51B,13,13,LIVE,1,0,NA,NA,NA,1,
July,24-Jul-17,2,51B,13,13,LIVE,1,0,NA,NA,NA,1,
July,25-Jul-17,3,51B,13,13,LIVE,1,0,NA,NA,NA,1,
July,26-Jul-17,4,51B,13,13,LIVE,1,0,NA,NA,NA,1,
May,24-May-17,-1,52A,13,4,LIVE,1,0,NA,NA,NA,1,
May,25-May-17,0,52A,13,4,LIVE,1,0,NA,NA,NA,1,
May,26-May-17,1,52A,13,4,LIVE,1,1,21:00,21:12,0.5,2,
May,27-May-17,2,52A,13,4,LIVE,1,0,NA,NA,NA,1,
May,28-May-17,3,52A,13,4,LIVE,1,0,NA,NA,NA,1,
June,23-Jun-17,0,52A,13,4,LIVE,1,1,21:03,21:30,0.0014,2,
June,24-Jun-17,1,52A,13,4,LIVE,1,1,20:55,22:00,10,2,
June,25-Jun-17,2,52A,13,4,LIVE,1,1,20:56,21:11,0.009,2,
June,26-Jun-17,3,52A,13,4,LIVE,1,1,21:10,21:10,0.0002,2,
June,27-Jun-17,4,52A,13,4,LIVE,1,0,NA,NA,NA,1,
July,22-Jul-17,0,52A,13,4,LIVE,1,0,NA,NA,NA,1,
July,23-Jul-17,1,52A,13,4,LIVE,1,0,NA,NA,NA,1,
July,24-Jul-17,2,52A,13,4,LIVE,1,0,NA,NA,NA,1,
July,25-Jul-17,3,52A,13,4,LIVE,1,0,NA,NA,NA,1,
July,26-Jul-17,4,52A,13,4,LIVE,1,0,NA,NA,NA,1,
May,24-May-17,-1,52B,13,13,LIVE,1,0,NA,NA,NA,1,
May,25-May-17,0,52B,13,13,LIVE,1,0,NA,NA,NA,1,
May,26-May-17,1,52B,13,13,LIVE,1,0,NA,NA,NA,1,
May,27-May-17,2,52B,13,13,LIVE,1,0,NA,NA,NA,1,
May,28-May-17,3,52B,13,13,LIVE,1,1,21:20,21:20,0.0004,2,
June,23-Jun-17,0,52B,13,13,LIVE,1,0,NA,NA,NA,1,
June,24-Jun-17,1,52B,13,13,LIVE,1,0,NA,NA,NA,1,
June,25-Jun-17,2,52B,13,13,LIVE,1,1,20:50,21:22,0.5,2,
June,26-Jun-17,3,52B,13,13,LIVE,1,1,20:50,21:26,2,2,
June,27-Jun-17,4,52B,13,13,LIVE,1,0,NA,NA,NA,1,
July,22-Jul-17,0,52B,13,13,LIVE,1,0,NA,NA,NA,1,
July,23-Jul-17,1,52B,13,13,LIVE,1,0,NA,NA,NA,1,
July,24-Jul-17,2,52B,13,13,LIVE,1,1,21:02,21:34,0.0034,2,
July,25-Jul-17,3,52B,13,13,LIVE,1,0,NA,NA,NA,1,
July,26-Jul-17,4,52B,13,13,LIVE,1,0,NA,NA,NA,1,
May,24-May-17,-1,55A,13,4,LIVE,1,0,NA,NA,NA,1,
May,25-May-17,0,55A,13,4,LIVE,1,1,20:51,21:15,0.2,2,
May,26-May-17,1,55A,13,4,LIVE,1,1,20:48,21:46,0.5,2,
May,27-May-17,2,55A,13,4,LIVE,1,1,20:53,21:12,0.0054,2,
May,28-May-17,3,55A,13,4,LIVE,1,1,21:04,21:06,0.0006,2,
June,23-Jun-17,0,55A,13,4,LIVE,1,0,NA,NA,NA,1,
June,24-Jun-17,1,55A,13,4,LIVE,1,1,21:05,*2:27,0.001,2,
June,25-Jun-17,2,55A,13,4,LIVE,1,1,20:50,21:57,2,2,
June,26-Jun-17,3,55A,13,4,LIVE,1,1,20:46,21:21,0.1,2,
June,27-Jun-17,4,55A,13,4,LIVE,1,1,21:25,21:28,0.0006,2,
July,22-Jul-17,0,55A,13,4,LIVE,1,0,NA,NA,NA,1,
July,23-Jul-17,1,55A,13,4,LIVE,1,0,NA,NA,NA,1,
July,24-Jul-17,2,55A,13,4,LIVE,1,1,21:00,21:09,0.0006,2,
July,25-Jul-17,3,55A,13,4,LIVE,1,0,NA,NA,NA,1,
July,26-Jul-17,4,55A,13,4,LIVE,1,0,NA,NA,NA,1,
May,24-May-17,-1,55B,13,13,LIVE,1,0,NA,NA,NA,1,
May,25-May-17,0,55B,13,13,LIVE,1,0,NA,NA,NA,1,
May,26-May-17,1,55B,13,13,LIVE,1,1,21:03,21:12,0.003,2,
May,27-May-17,2,55B,13,13,LIVE,1,1,20:54,21:10,0.002,2,
May,28-May-17,3,55B,13,13,LIVE,1,0,NA,NA,NA,1,
June,23-Jun-17,0,55B,13,13,LIVE,1,0,NA,NA,NA,1,
June,24-Jun-17,1,55B,13,13,LIVE,1,1,20:41,22:00,0.5,2,
June,25-Jun-17,2,55B,13,13,LIVE,1,1,20:49,21:51,0.02,2,
June,26-Jun-17,3,55B,13,13,LIVE,1,0,NA,NA,NA,1,
June,27-Jun-17,4,55B,13,13,LIVE,1,0,NA,NA,NA,1,
July,22-Jul-17,0,55B,13,13,LIVE,1,0,NA,NA,NA,1,
July,23-Jul-17,1,55B,13,13,LIVE,1,0,NA,NA,NA,1,
July,24-Jul-17,2,55B,13,13,LIVE,1,1,21:00,21:15,0.003,2,
July,25-Jul-17,3,55B,13,13,LIVE,1,0,NA,NA,NA,1,
July,26-Jul-17,4,55B,13,13,LIVE,1,0,NA,NA,NA,1,
May,24-May-17,-1,71A,4,4,DEAD,0,0,NA,NA,NA,0,
May,25-May-17,0,71A,4,4,DEAD,0,0,NA,NA,NA,0,
May,26-May-17,1,71A,4,4,DEAD,0,0,NA,NA,NA,0,
May,27-May-17,2,71A,4,4,DEAD,0,0,NA,NA,NA,0,
May,28-May-17,3,71A,4,4,DEAD,0,0,NA,NA,NA,0,
June,23-Jun-17,0,71A,4,4,DEAD,0,0,NA,NA,NA,0,
June,24-Jun-17,1,71A,4,4,DEAD,0,0,NA,NA,NA,0,
June,25-Jun-17,2,71A,4,4,DEAD,0,0,NA,NA,NA,0,
June,26-Jun-17,3,71A,4,4,DEAD,0,0,NA,NA,NA,0,
June,27-Jun-17,4,71A,4,4,DEAD,0,0,NA,NA,NA,0,
July,22-Jul-17,0,71A,4,4,DEAD,0,0,NA,NA,NA,0,
July,23-Jul-17,1,71A,4,4,DEAD,0,0,NA,NA,NA,0,
July,24-Jul-17,2,71A,4,4,DEAD,0,0,NA,NA,NA,0,
July,25-Jul-17,3,71A,4,4,DEAD,0,0,NA,NA,NA,0,
July,26-Jul-17,4,71A,4,4,DEAD,0,0,NA,NA,NA,0,
May,24-May-17,-1,71B,4,13,LIVE,1,0,NA,NA,NA,1,
May,25-May-17,0,71B,4,13,LIVE,1,1,21:30,21:38,0.01,2,
May,26-May-17,1,71B,4,13,LIVE,1,1,20:51,21:45,10,2,
May,27-May-17,2,71B,4,13,LIVE,1,0,NA,NA,NA,1,
May,28-May-17,3,71B,4,13,LIVE,1,0,NA,NA,NA,1,
June,23-Jun-17,0,71B,4,13,LIVE,1,0,NA,NA,NA,1,
June,24-Jun-17,1,71B,4,13,LIVE,1,1,20:55,21:55,0.2,2,
June,25-Jun-17,2,71B,4,13,LIVE,1,1,20:56,21:15,0.2,2,
June,26-Jun-17,3,71B,4,13,LIVE,1,0,NA,NA,NA,1,
June,27-Jun-17,4,71B,4,13,LIVE,1,0,NA,NA,NA,1,
July,22-Jul-17,0,71B,4,13,LIVE,1,0,NA,NA,NA,1,
July,23-Jul-17,1,71B,4,13,LIVE,1,0,NA,NA,NA,1,
July,24-Jul-17,2,71B,4,13,LIVE,1,0,NA,NA,NA,1,
July,25-Jul-17,3,71B,4,13,LIVE,1,0,NA,NA,NA,1,
July,26-Jul-17,4,71B,4,13,LIVE,1,0,NA,NA,NA,1,
May,24-May-17,-1,72A,4,4,DEAD,0,0,NA,NA,NA,0,
May,25-May-17,0,72A,4,4,DEAD,0,0,NA,NA,NA,0,
May,26-May-17,1,72A,4,4,DEAD,0,0,NA,NA,NA,0,
May,27-May-17,2,72A,4,4,DEAD,0,0,NA,NA,NA,0,
May,28-May-17,3,72A,4,4,DEAD,0,0,NA,NA,NA,0,
June,23-Jun-17,0,72A,4,4,DEAD,0,0,NA,NA,NA,0,
June,24-Jun-17,1,72A,4,4,DEAD,0,0,NA,NA,NA,0,
June,25-Jun-17,2,72A,4,4,DEAD,0,0,NA,NA,NA,0,
June,26-Jun-17,3,72A,4,4,DEAD,0,0,NA,NA,NA,0,
June,27-Jun-17,4,72A,4,4,DEAD,0,0,NA,NA,NA,0,
July,22-Jul-17,0,72A,4,4,DEAD,0,0,NA,NA,NA,0,
July,23-Jul-17,1,72A,4,4,DEAD,0,0,NA,NA,NA,0,
July,24-Jul-17,2,72A,4,4,DEAD,0,0,NA,NA,NA,0,
July,25-Jul-17,3,72A,4,4,DEAD,0,0,NA,NA,NA,0,
July,26-Jul-17,4,72A,4,4,DEAD,0,0,NA,NA,NA,0,
May,24-May-17,-1,72B,4,13,LIVE,1,0,NA,NA,NA,1,
May,25-May-17,0,72B,4,13,LIVE,1,0,NA,NA,NA,1,
May,26-May-17,1,72B,4,13,LIVE,1,0,NA,NA,NA,1,
May,27-May-17,2,72B,4,13,LIVE,1,0,NA,NA,NA,1,
May,28-May-17,3,72B,4,13,LIVE,1,0,NA,NA,NA,1,
June,23-Jun-17,0,72B,4,13,LIVE,1,0,NA,NA,NA,1,
June,24-Jun-17,1,72B,4,13,LIVE,1,0,NA,NA,NA,1,
June,25-Jun-17,2,72B,4,13,LIVE,1,0,NA,NA,NA,1,
June,26-Jun-17,3,72B,4,13,LIVE,1,0,NA,NA,NA,1,
June,27-Jun-17,4,72B,4,13,LIVE,1,0,NA,NA,NA,1,
July,22-Jul-17,0,72B,4,13,DEAD,0,0,NA,NA,NA,0,
July,23-Jul-17,1,72B,4,13,DEAD,0,0,NA,NA,NA,0,
July,24-Jul-17,2,72B,4,13,DEAD,0,0,NA,NA,NA,0,
July,25-Jul-17,3,72B,4,13,DEAD,0,0,NA,NA,NA,0,
July,26-Jul-17,4,72B,4,13,DEAD,0,0,NA,NA,NA,0,
