Parent,Transplant,Origin,Timepoint,Species,AFDW,SA,BM,BWx.d,LE,NP,R,GP,GPSA,NPSA,RSA,P_RSA,F0,FM,Yield,PropLipids,Final.prey.SA,Extension,Angle,Simpson,PropSpawn,FitScore,Survival,FitScoreNoRepro
72,Outer Lagoon,Inner Lagoon,4.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,371.5,904,591,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
96,Inner Lagoon,Inner Lagoon,4.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,425.8,1004,570.6,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
96,Outer Lagoon,Inner Lagoon,4.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,429,1073.25,596.5,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
98,Inner Lagoon,Inner Lagoon,4.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,442.6,1142,608.2,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
98,Outer Lagoon,Inner Lagoon,4.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386.5,995.5,610.75,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
121,Inner Lagoon,Inner Lagoon,4.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,377.4,895.4,577.4,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
121,Outer Lagoon,Inner Lagoon,4.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,401.8,1057.8,619.2,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
125,Inner Lagoon,Inner Lagoon,4.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,378.5,1003.25,622.25,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
125,Outer Lagoon,Inner Lagoon,4.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,397,1083.25,634.5,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
143,Inner Lagoon,Outer Lagoon,4.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,439.8,1061.8,582.8,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
143,Outer Lagoon,Outer Lagoon,4.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,460.2,1245,628.6,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
144,Inner Lagoon,Outer Lagoon,4.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,432.6,1040.4,583.6,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
144,Outer Lagoon,Outer Lagoon,4.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,436.6,1089.6,594,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
151,Inner Lagoon,Inner Lagoon,4.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,413.4,1055,606.2,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
151,Outer Lagoon,Inner Lagoon,4.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,353.5,894,598.5,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
152,Inner Lagoon,Inner Lagoon,4.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,483.4,1180.8,590.6,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
152,Outer Lagoon,Inner Lagoon,4.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,405.8,1081.2,624,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
153,Inner Lagoon,Inner Lagoon,4.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,428.75,1085.25,604.5,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
153,Outer Lagoon,Inner Lagoon,4.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,415.6,1071,611.6,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
154,Inner Lagoon,Inner Lagoon,4.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,407.6,971.2,581.4,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
154,Outer Lagoon,Inner Lagoon,4.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,440,1196.6,631.8,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
156,Inner Lagoon,Inner Lagoon,4.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,448.4,1082.2,587.2,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
156,Outer Lagoon,Inner Lagoon,4.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,426,1128.2,623.2,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
157,Inner Lagoon,Inner Lagoon,4.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,362.5,969.5,619,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
157,Outer Lagoon,Inner Lagoon,4.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,399.2,1004.8,602.4,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
158,Inner Lagoon,Inner Lagoon,4.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,412,922.3333333,553,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
158,Outer Lagoon,Inner Lagoon,4.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365.4,957,619.8,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
162,Inner Lagoon,Inner Lagoon,4.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,381.6,985.8,604.8,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
162,Outer Lagoon,Inner Lagoon,4.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,348.8,966.6,635.6,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
163,Inner Lagoon,Inner Lagoon,4.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,449.6,1204.4,625,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
163,Outer Lagoon,Inner Lagoon,4.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350,1008.6,653.4,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
166,Inner Lagoon,Inner Lagoon,4.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,399.4,1004.2,602,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
166,Outer Lagoon,Inner Lagoon,4.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331,891,624.2,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
167,Inner Lagoon,Inner Lagoon,4.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,364,952,610.6,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
167,Outer Lagoon,Inner Lagoon,4.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,415.6,1164.4,641.8,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
169,Inner Lagoon,Inner Lagoon,4.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,362.2,1016.8,643.2,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
169,Outer Lagoon,Inner Lagoon,4.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,470.6,1321,641,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
170,Inner Lagoon,Inner Lagoon,4.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,368.6,918.6,599.4,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
170,Outer Lagoon,Inner Lagoon,4.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,412.8,1076.8,616.8,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
208,Inner Lagoon,Outer Lagoon,4.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,339,1081,685,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
208,Outer Lagoon,Outer Lagoon,4.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,380,1084.2,648,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
21,Inner Lagoon,Outer Lagoon,6,MCAP,263.1666664,49.627498,5.393892245,0.533065932,0.010384795,0.479303915,0.201191858,0.680495774,0.014093067,0.009863044,0.004230023,3.47235193,NA,NA,NA,0.433778124,9.296266725,2.947,58.299,3.55952155,0.9,1.428489116,81,1.587210129
21,Outer Lagoon,Outer Lagoon,6,MCAP,370.5186668,75.956272,7.042340632,0.6840805,0.010241618,1.265823288,0.503991837,1.769815124,0.033437291,0.023490585,0.009946707,3.497670285,NA,NA,NA,0.382580757,34.29341946,6.45,8.418,5.903711707,1,2.2313449,100,2.2313449
22,Inner Lagoon,Outer Lagoon,6,MCAP,257.195556,36.418702,7.189253616,0.513926941,0.009153216,0.318206168,0.147899003,0.466105171,0.013766906,0.009366478,0.004400428,3.12627582,NA,NA,NA,0.506193514,6.498182358,1.375,15.515,2.344650074,0.9,1.649398685,95.2,1.832665206
22,Outer Lagoon,Outer Lagoon,6,MCAP,216.7296292,41.147865,5.296855289,0.706759171,0.009452312,0.45161133,0.240779333,0.692390663,0.017635943,0.011855263,0.00578068,3.070825782,NA,NA,NA,0.413000974,14.98822368,3.658,19.602,4.869576799,1,2.163102516,95.2,2.163102516
23,Inner Lagoon,Outer Lagoon,6,MCAP,275.890741,48.636375,5.821208669,0.310975142,0.010976608,0.551782773,0.257387511,0.809170284,0.016951319,0.01160052,0.005350799,3.183467053,NA,NA,NA,0.476298319,7.276699054,0.75,25.1205,2.409219458,0.9,1.379530691,95.2,1.532811879
23,Outer Lagoon,Outer Lagoon,6,MCAP,403.0185187,62.25796,6.640240456,0.734010661,0.011809249,1.029531418,0.529623521,1.559154939,0.027927854,0.018692717,0.009235137,3.021697701,NA,NA,NA,0.443351451,0.564417896,0,NA,NA,1,2.209800669,95.2,2.209800669
24,Inner Lagoon,Outer Lagoon,6,MCAP,283.0666664,55.791196,5.788397587,0.341725614,0.01168655,0.757096964,0.332329426,1.08942639,0.021872008,0.015076608,0.0067954,3.266184612,NA,NA,NA,0.6267433,9.211843789,2.047,32.865,2.132724697,0.9,1.38382291,95.2,1.537581011
24,Outer Lagoon,Outer Lagoon,6,MCAP,415.8299996,100.347322,4.437667075,0.632369163,0.009412717,1.696139072,0.69812345,2.394262522,0.023516388,0.016483098,0.00703329,3.365906983,NA,NA,NA,0.384462151,14.37392888,4.566,22.41,5.038677603,1,2.138264494,100,2.138264494
47,Inner Lagoon,Outer Lagoon,6,PCOM,146.8111112,27.31045,5.144254157,0.333132604,0.005821965,0.333636024,0.222677622,0.556313646,0.020307894,0.012222547,0.008085347,2.486209146,NA,NA,NA,0.377259494,32.21357409,0.689,12.028,1.898876404,1,1.447292146,90.47619048,1.447292146
47,Outer Lagoon,Outer Lagoon,6,PCOM,150.091667,28.285075,4.857394109,0.755887201,0.010077143,0.731261318,0.279045574,1.010306892,0.033948919,0.024431118,0.009517802,3.552278508,NA,NA,NA,0.276272573,38.68154737,2.402,23.577,2.681376677,1,1.573731308,66.66666667,1.573731308
48,Inner Lagoon,Outer Lagoon,6,PCOM,229.5611112,26.134798,8.963581457,0.28347608,0.004164162,0.480613782,0.256961696,0.737575478,0.027336786,0.018122145,0.009214641,2.99541099,NA,NA,NA,0.344386615,28.30594423,0,NA,NA,1,1.438339947,95.23809524,1.438339947
48,Outer Lagoon,Outer Lagoon,6,PCOM,300.0711114,45.14524,7.258004407,0.656271659,0.011313143,0.982068674,0.426092205,1.408160878,0.030632363,0.021393425,0.00923894,3.307739627,NA,NA,NA,0.325039625,1.38205963,1.123,20.91,1.605124929,1,1.76580537,80.95238095,1.76580537
49,Inner Lagoon,Outer Lagoon,6,PCOM,236.875,40.7119675,5.534283578,0.436368409,0.006710983,0.610026151,0.302768498,0.912794649,0.022865425,0.015114086,0.007751339,2.926058115,NA,NA,NA,0.404282042,19.52551327,0.467,11.101,1,1,1.360352865,76.19047619,1.360352865
49,Outer Lagoon,Outer Lagoon,6,PCOM,309.102777,39.2356225,8.493239049,0.734693978,0.01033,0.987245336,0.425278762,1.412524097,0.040963327,0.028816784,0.012146543,3.328408295,NA,NA,NA,0.239960647,18.10066792,0.994,30.114,2.449295481,1,2.101263526,90.47619048,2.101263526
50,Inner Lagoon,Outer Lagoon,6,PCOM,237.1177782,40.444666,5.575906654,0.259116595,0.005654335,0.688943124,0.378153707,1.067096831,0.026566257,0.017057776,0.009508481,2.793373668,NA,NA,NA,0.314581778,NA,1.47,2.249,2.793867429,1,1.396580829,95.23809524,1.396580829
50,Outer Lagoon,Outer Lagoon,6,PCOM,455.2011114,46.13173,9.714149853,0.681973226,0.009460571,1.248427358,0.586789297,1.835216655,0.039662333,0.027043817,0.012618516,3.127860621,NA,NA,NA,0.257380138,10.29370564,3.644,15.611,3.30148785,1,2.015404016,90.47619048,2.015404016
51,Inner Lagoon,Outer Lagoon,6,MCAP,331.5388884,56.174944,5.949175468,0.652990417,0.013126316,0.484196953,0.203329586,0.687526539,0.011993338,0.008390058,0.00360328,3.323635933,NA,NA,NA,NA,7.572264335,1.807,3.731,2.295906005,0.9,1.397900956,71.4,1.553223284
51,Outer Lagoon,Outer Lagoon,6,MCAP,146.6349208,29.682772,5.275551516,0.415720884,0.006840077,0.921072067,0.429951756,1.351023824,0.027259222,0.017773064,0.009486157,2.944495837,NA,NA,NA,0.396802326,12.43919268,5.171,15.301,3.656430831,1,1.498291036,85.7,1.498291036
52,Inner Lagoon,Outer Lagoon,6,MCAP,252.740741,65.67847,4.219250484,0.933403356,0.016575438,0.566736407,0.221462359,0.788198766,0.015882986,0.011502356,0.004380631,3.541253033,NA,NA,NA,0.487322115,5.450871609,2.09,37.313,2.413738988,0.9,2.296331993,95.2,2.551479992
52,Outer Lagoon,Outer Lagoon,6,MCAP,185.1977782,56.719378,4.269235646,0.598522068,0.008379576,0.921297748,0.358849557,1.280147305,0.024063407,0.017197365,0.006866042,3.456189222,NA,NA,NA,NA,NA,2.591,85.894,2.083882944,1,2.077339722,100,2.077339722
54,Inner Lagoon,Outer Lagoon,6,PCOM,201.4194438,27.3587575,7.777776861,0.706658881,0.007195087,0.415084139,0.24617986,0.661263999,0.025777782,0.016263476,0.009514306,2.69403948,NA,NA,NA,0.240538592,8.277452805,2.166,9.901,3.70355202,1,2.163796177,95.23809524,2.163796177
54,Outer Lagoon,Outer Lagoon,6,PCOM,215.1933334,26.46634,8.276728329,1.015695079,0.008407143,0.549363253,0.273935481,0.823298734,0.030781574,0.020362073,0.010419501,2.963411273,NA,NA,NA,0.457640904,1.950693437,1.777,15.806,1.828048538,1,2.55889389,90.47619048,2.55889389
55,Inner Lagoon,Outer Lagoon,6,MCAP,278.1777778,44.822512,6.633007069,0.540832082,0.014174269,0.444934085,0.200425342,0.645359427,0.014751376,0.010275289,0.004476087,3.361042909,NA,NA,NA,0.412399573,10.52780112,5.823,8.009,3.385929958,0.9,1.607413915,90.5,1.786015461
55,Outer Lagoon,Outer Lagoon,6,MCAP,299.4277778,69.166102,4.624524325,0.830354354,0.011528324,0.906731318,0.368336785,1.275068104,0.021803662,0.015370669,0.006432993,3.390401379,NA,NA,NA,0.461043456,7.186096805,2.942,57.433,2.401532699,1,2.257647243,90.5,2.257647243
56,Inner Lagoon,Outer Lagoon,6,PCOM,182.2499996,27.006706,7.050297335,0.174257166,0.005073988,0.516824677,0.25244727,0.769271947,0.031329125,0.020641508,0.010687617,2.974292748,NA,NA,NA,0.424572519,47.84080927,0,NA,NA,1,1.251310181,90.47619048,1.251310181
56,Outer Lagoon,Outer Lagoon,6,PCOM,366.8055587,66.04911,5.337383321,0.705237574,0.008771429,1.264537465,0.552731832,1.817269298,0.027217326,0.018953838,0.008263488,3.301050117,NA,NA,NA,NA,16.43535959,NA,NA,NA,1,1.188747808,52.38095238,1.188747808
57,Inner Lagoon,Outer Lagoon,6,PCOM,204.2111114,33.790774,6.63989599,0.303988118,0.005004624,0.437477753,0.245740064,0.683217817,0.022094194,0.014194107,0.007900086,2.810937971,NA,NA,NA,0.243986035,19.94407394,1.133,27.216,2.845402254,1,1.326153096,85.71428571,1.326153096
57,Outer Lagoon,Outer Lagoon,6,PCOM,173.4680555,26.28328,6.962193341,0.400817686,0.007824762,0.493512692,0.213608011,0.707120704,0.030054421,0.021118939,0.008935482,3.21763673,NA,NA,NA,0.309809399,25.25655892,3.175,4.048,3.74598066,1,1.229622739,71.42857143,1.229622739
58,Inner Lagoon,Outer Lagoon,6,PCOM,180.2361115,26.4960025,7.10389857,0.312740433,0.005731214,0.427816037,0.256162251,0.683978288,0.026540965,0.016918914,0.009622052,2.770883269,NA,NA,NA,NA,NA,NA,NA,NA,1,1.488507409,95.23809524,1.488507409
58,Outer Lagoon,Outer Lagoon,6,PCOM,315.3819445,41.950165,7.16550775,0.584458568,0.010512857,0.767907572,0.388081142,1.155988714,0.028400929,0.018659964,0.009740965,2.945648559,NA,NA,NA,0.239783945,15.94267526,5.428,10.231,5.251236117,1,1.954309927,95.23809524,1.954309927
59,Inner Lagoon,Outer Lagoon,6,PCOM,74.4277775,41.25013,1.804224824,0.220464872,0.003647399,0.258579219,0.140581224,0.399160443,0.009675517,0.006267724,0.003407794,2.826806153,NA,NA,NA,NA,18.61726153,NA,NA,NA,1,1.197288659,85.71428571,1.197288659
59,Outer Lagoon,Outer Lagoon,6,PCOM,179.3466664,23.043118,7.772062289,0.536863939,0.007349144,0.482649467,0.223863096,0.706512563,0.030620669,0.020952806,0.009667863,3.183575869,NA,NA,NA,0.471352538,32.43453685,1.626,40.972,1.597637513,1,1.685447221,85.71428571,1.685447221
60,Inner Lagoon,Outer Lagoon,6,PCOM,50.166667,22.36783,2.242804376,0.024649091,0.003098266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.696245576,66.66666667,0.696245576
60,Outer Lagoon,Outer Lagoon,6,PCOM,321.1255554,43.769578,7.729920382,0.688499311,0.007105714,0.858703876,0.401048432,1.259752308,0.027379518,0.01866848,0.008711039,3.076984973,NA,NA,NA,0.42252388,4.962039928,0,NA,NA,1,1.919398936,85.71428571,1.919398936
65,Inner Lagoon,Inner Lagoon,6,PCOM,87.25740767,21.9805225,6.986445612,0.101134034,0.003529865,0.287075241,0.167364372,0.454439613,0.021303176,0.013401977,0.007901199,2.72128404,NA,NA,NA,0.30200636,16.13701143,0.527,20.329,2.21113013,1,1.141982543,90.5,1.141982543
65,Outer Lagoon,Inner Lagoon,6,PCOM,326.6222222,44.205532,7.965908616,0.542641002,0.010504286,0.972570848,0.437772091,1.410342938,0.032251299,0.022117077,0.010134222,3.17405456,NA,NA,NA,0.308198311,NA,1.5614,9.125,1.6609919,1,1.506286399,76.2,1.506286399
71,Inner Lagoon,Inner Lagoon,6,MCAP,369.4888892,95.01553,4.782819965,0.881683051,0.015163743,1.179938134,0.413326844,1.593264977,0.018603819,0.013681912,0.004921906,3.880820404,NA,NA,NA,0.462046205,20.03557723,3.673,7.531,2.574528616,0.5,1.231426038,95.2,2.462852076
71,Outer Lagoon,Inner Lagoon,6,MCAP,267.0333333,69.69562,4.168479126,1.190054658,0.013783237,1.044005297,0.360520365,1.404525662,0.021359507,0.015653401,0.005706107,3.80648424,NA,NA,NA,0.483302238,15.62297116,5.738,4.379,5.819196965,0.9,2.827888546,100,3.142098384
72,Inner Lagoon,Inner Lagoon,6,MCAP,344.8611118,65.332125,4.674910287,0.374582693,0.009956332,0.796420414,0.435766227,1.232186641,0.016968355,0.011156565,0.00581179,3.029047332,NA,NA,NA,0.577290226,14.12978859,3.163,20.985,1.577145771,0.5,0.678070783,81,1.356141566
72,Outer Lagoon,Inner Lagoon,6,MCAP,303.333333,59.20018,5.13324893,1.26078108,0.009927746,0.656463414,0.283616975,0.940080389,0.015889557,0.01109709,0.004792468,3.312966208,NA,NA,NA,0.260881841,2.926647731,4.83,22.456,6.24033,0.9,2.662931142,90.5,2.95881238
96,Inner Lagoon,Inner Lagoon,6,PCOM,132.838889,27.953194,6.052141307,0.266004761,0.003284682,0.349207149,0.195567368,0.544774517,0.021053624,0.013109192,0.007944431,2.698889695,NA,NA,NA,NA,11.80540178,0,NA,NA,1,1.267338944,85.7,1.267338944
96,Outer Lagoon,Inner Lagoon,6,PCOM,191.5138893,34.922695,5.412587292,0.550926526,0.010912857,0.820731435,0.350433621,1.171165056,0.03253123,0.02265838,0.00987285,3.25062675,NA,NA,NA,0.476895511,10.04626676,2.146,46.444,2.302349485,1,1.422050771,71.4,1.422050771
98,Inner Lagoon,Inner Lagoon,6,PCOM,173.0166668,21.500668,7.512366769,0.273392934,0.002690173,0.360792245,0.17174743,0.532539675,0.020749271,0.01399634,0.006752932,3.056302426,NA,NA,NA,0.336106221,50.0254986,0,NA,NA,1,1.372978642,81,1.372978642
98,Outer Lagoon,Inner Lagoon,6,PCOM,289.4988884,47.170426,6.351230196,0.898170341,0.009298286,0.819794261,0.352594091,1.172388351,0.024683055,0.017139403,0.007543652,3.233163912,NA,NA,NA,NA,7.590354975,NA,NA,NA,1,2.242517569,85.7,2.242517569
121,Inner Lagoon,Inner Lagoon,6,MCAP,235.6111115,41.61964,5.538860368,0.429138283,0.00924269,0.401307239,0.192807121,0.59411436,0.014554911,0.00980623,0.00474868,3.101774235,NA,NA,NA,0.397747623,17.42205221,0.164,55.685,1,0.5,0.886224455,100,1.77244891
121,Outer Lagoon,Inner Lagoon,6,MCAP,287.7666668,64.05466,4.708200415,0.922910965,0.010671676,0.883508378,0.329564458,1.213072836,0.018423634,0.013350543,0.005073091,3.55109336,NA,NA,NA,NA,NA,8.031,43.32,5.873373124,0.9,2.395115763,100,2.661239737
125,Inner Lagoon,Inner Lagoon,6,MCAP,238.3333337,55.22258,4.346283163,0.372628293,0.014259259,0.899977911,0.381962366,1.281940277,0.020400848,0.014051212,0.006349637,3.455686313,NA,NA,NA,0.450830141,8.856050737,1.667,4.506,1,0.5,0.47699368,57.1,0.95398736
125,Outer Lagoon,Inner Lagoon,6,MCAP,244.0888885,44.99269,5.717210857,0.923688217,0.011534682,0.6793215,0.343768216,1.023089716,0.023524494,0.0157004,0.007824094,2.997317585,NA,NA,NA,0.416602929,10.8808284,1.474,12.55,3.591223744,0.9,1.941063679,81,2.156737421
143,Inner Lagoon,Outer Lagoon,6,MCAP,268.838889,61.10536,5.222106793,0.272188484,0.009836257,0.498307744,0.261432696,0.75974044,0.014509575,0.009623892,0.004885682,2.933741739,NA,NA,NA,0.517985151,3.859109654,1.78,15.79,4.495931752,0.9,1.276579967,95.2,1.418422186
143,Outer Lagoon,Outer Lagoon,6,MCAP,280.390556,63.4648,4.37818182,0.462232353,0.009144509,0.832815818,0.372951619,1.205767437,0.018892459,0.013047261,0.005845197,3.24618439,NA,NA,NA,0.402173913,4.872429219,2.641,0.298,3.961206772,1,1.74408136,95.2,1.74408136
144,Inner Lagoon,Outer Lagoon,6,MCAP,217.0694448,32.8793725,6.908433077,0.393813751,0.009817252,0.456506437,0.193940081,0.650446518,0.018928017,0.013520865,0.005407152,3.616791431,NA,NA,NA,0.493189419,19.791507,NA,NA,NA,0.9,1.46415532,95.2,1.626839244
144,Outer Lagoon,Outer Lagoon,6,MCAP,276.2314817,72.90934,3.757209008,0.66187427,0.011695954,0.883823267,0.378461417,1.262284684,0.017063241,0.011959117,0.005104123,3.347413462,NA,NA,NA,NA,NA,4.73,2.437,3.844295458,1,2.191373686,100,2.191373686
151,Inner Lagoon,Inner Lagoon,6,PCOM,192.7166668,36.474298,5.861577997,0.346890104,0.004593064,0.537837257,0.283526316,0.821363573,0.023440871,0.015318888,0.008121983,2.864991995,NA,NA,NA,0.310205734,53.53699714,1.775,36.747,3.589731758,1,1.470083979,90.5,1.470083979
151,Outer Lagoon,Inner Lagoon,6,PCOM,189.3361105,36.10411,4.824334038,0.260522318,0.00554,0.395543128,0.1989737,0.594516828,0.015413324,0.010287581,0.005125744,3.07822091,NA,NA,NA,NA,0.929277656,NA,NA,NA,1,0.838764838,57.1,0.838764838
152,Inner Lagoon,Inner Lagoon,6,PCOM,143.7055558,30.36145,4.857172599,0.316897728,0.006436994,0.525442309,0.285012299,0.810454607,0.026607234,0.017267736,0.009339498,2.830376515,NA,NA,NA,0.31128779,0.848861513,2.833,8.91,3.23207905,1,1.345846435,85.7,1.345846435
152,Outer Lagoon,Inner Lagoon,6,PCOM,292.4394442,42.69427,6.707315483,0.693429702,0.008949714,0.871297865,0.409887328,1.281185193,0.029613037,0.019982645,0.009630393,3.067416308,NA,NA,NA,0.222706747,2.860317316,2.151,18.299,2.531614257,1,2.140261138,95.2,2.140261138
153,Inner Lagoon,Inner Lagoon,6,PCOM,178.5541668,43.099375,4.385247209,0.418881674,0.005905587,0.662855248,0.369787663,1.032642911,0.024592785,0.015905704,0.00868708,2.786727255,NA,NA,NA,NA,9.331116316,NA,NA,NA,1,1.420729481,81,1.420729481
153,Outer Lagoon,Inner Lagoon,6,PCOM,201.1366666,30.208222,6.970431134,0.776573715,0.007402286,0.559682917,0.252716836,0.812399753,0.026850992,0.01848602,0.008364972,3.118823225,NA,NA,NA,0.353965011,7.972227295,3.798,24.087,3.257685645,1,2.054942613,85.7,2.054942613
154,Inner Lagoon,Inner Lagoon,6,PCOM,168.7877784,28.846798,6.02102948,0.327417616,0.006310146,0.55066254,0.311294675,0.861957215,0.029667047,0.018802164,0.010864883,2.741805255,NA,NA,NA,NA,24.42033287,NA,NA,NA,1,1.589351709,100,1.589351709
154,Outer Lagoon,Inner Lagoon,6,PCOM,287.2666664,33.324988,8.615911249,0.902404223,0.008168138,0.66316685,0.340507646,1.003674497,0.030469924,0.020116327,0.010353597,2.934186845,NA,NA,NA,0.316657395,NA,2.793,12.004,2.580839813,1,1.999737633,76.2,1.999737633
156,Inner Lagoon,Inner Lagoon,6,PCOM,209.4644446,32.550034,7.712813927,0.466951458,0.006475144,0.657736512,0.339306375,0.997042886,0.030476966,0.020000121,0.010476845,2.891232514,NA,NA,NA,0.534361472,34.31289395,1.009,13.716,3.755523094,1,1.665663925,90.5,1.665663925
156,Outer Lagoon,Inner Lagoon,6,PCOM,359.6344442,48.906784,7.089597714,0.761192637,0.011333714,1.128504787,0.514818779,1.643323565,0.033435363,0.022964444,0.010470919,3.158593559,NA,NA,NA,0.198435287,NA,2.892,5.243,2.576357062,1,2.144982805,90.5,2.144982805
157,Inner Lagoon,Inner Lagoon,6,PCOM,215.2750003,29.176645,7.366501769,0.61981262,0.007119942,0.637946798,0.336851114,0.974797912,0.034536412,0.022748705,0.011787707,2.921738461,NA,NA,NA,0.391765549,44.16319157,3.548,24.196,3.377595182,1,2.014110906,95.2,2.014110906
