Parent,Transplant,Origin,Timepoint,Species,AFDW,SA,BM,BWx.d,LE,NP,R,GP,GPSA,NPSA,RSA,P_RSA,F0,FM,Yield,PropLipids,Final.prey.SA,Extension,Angle,Simpson,PropSpawn,FitScore,Survival,FitScoreNoRepro
21,Inner Lagoon,Outer Lagoon,1.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,344.1,988.5,650.9,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
21,Outer Lagoon,Outer Lagoon,1.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,375.2,1077.5,649.1,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
22,Inner Lagoon,Outer Lagoon,1.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,308.2,898.2,655.5,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
22,Outer Lagoon,Outer Lagoon,1.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,368.3,998.1,628.1,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
23,Inner Lagoon,Outer Lagoon,1.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403.1818182,1155.090909,651.5454545,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
23,Outer Lagoon,Outer Lagoon,1.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,458.5,1289.9,643.2,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
24,Inner Lagoon,Outer Lagoon,1.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337.4,984.2,656.4,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
24,Outer Lagoon,Outer Lagoon,1.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,410.1,1162.1,647.3,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
47,Inner Lagoon,Outer Lagoon,1.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,543.1,1363.6,602.8,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
47,Outer Lagoon,Outer Lagoon,1.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,502.875,1210.75,574.25,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
48,Inner Lagoon,Outer Lagoon,1.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,417.8,1082.1,609.5,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
48,Outer Lagoon,Outer Lagoon,1.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,511.2,1365.8,624.7,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
49,Inner Lagoon,Outer Lagoon,1.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,520,1345,611.3,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
49,Outer Lagoon,Outer Lagoon,1.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,444.8,1187.6,612.6,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
50,Inner Lagoon,Outer Lagoon,1.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,439.6,1161.7,600.9,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
50,Outer Lagoon,Outer Lagoon,1.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,391.9,1045.7,622.1,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
51,Inner Lagoon,Outer Lagoon,1.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337.6666667,981.6666667,651,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
51,Outer Lagoon,Outer Lagoon,1.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,1130.454545,645.6363636,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
52,Inner Lagoon,Outer Lagoon,1.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,359.6363636,1033.090909,653,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
52,Outer Lagoon,Outer Lagoon,1.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,507.2,1343.1,622,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
54,Inner Lagoon,Outer Lagoon,1.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,486.6,1262.3,616.5,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
54,Outer Lagoon,Outer Lagoon,1.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,462.7,1184.7,605.4,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
55,Inner Lagoon,Outer Lagoon,1.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,349.7,1025.9,657.2,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
55,Outer Lagoon,Outer Lagoon,1.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,430.2222222,1184.444444,639.2222222,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
56,Inner Lagoon,Outer Lagoon,1.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,520.9,1420.3,641.7,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
56,Outer Lagoon,Outer Lagoon,1.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,453.5714286,1124.285714,592.5714286,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
57,Inner Lagoon,Outer Lagoon,1.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,475.7,1355.7,647.1,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
57,Outer Lagoon,Outer Lagoon,1.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,547.625,1241,553.25,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
58,Inner Lagoon,Outer Lagoon,1.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,551.3,1479,621.6,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
58,Outer Lagoon,Outer Lagoon,1.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,456.5555556,1145.444444,601.2222222,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
59,Inner Lagoon,Outer Lagoon,1.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,456.5,1271.625,640.625,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
59,Outer Lagoon,Outer Lagoon,1.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,466.1111111,1254.666667,625.4444444,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
60,Inner Lagoon,Outer Lagoon,1.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,541,1339,598.625,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
60,Outer Lagoon,Outer Lagoon,1.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,536.3333333,1387.888889,612.1111111,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
65,Inner Lagoon,Inner Lagoon,1.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,526.6,1378.2,613,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
65,Outer Lagoon,Inner Lagoon,1.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,437.6666667,1149.333333,608.2222222,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
71,Inner Lagoon,Inner Lagoon,1.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331.2,993.5,663.6,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
71,Outer Lagoon,Inner Lagoon,1.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,369.7777778,1045.333333,647.3333333,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
72,Inner Lagoon,Inner Lagoon,1.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,459,1313.5,650.2,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
72,Outer Lagoon,Inner Lagoon,1.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,415.3333333,1160.222222,639,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
96,Inner Lagoon,Inner Lagoon,1.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,552.5555556,1421,612.1111111,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
96,Outer Lagoon,Inner Lagoon,1.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,521,1382,620.25,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
98,Inner Lagoon,Inner Lagoon,1.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,519.6,1312.1,612.1,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
98,Outer Lagoon,Inner Lagoon,1.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,469,1273.555556,629.8888889,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
121,Inner Lagoon,Inner Lagoon,1.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,349,993.1,645.8,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
121,Outer Lagoon,Inner Lagoon,1.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,346.9,968,636.2,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
125,Inner Lagoon,Inner Lagoon,1.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,345.5555556,1017.111111,659.4444444,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
125,Outer Lagoon,Inner Lagoon,1.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,408.7,1193.1,655.7,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
143,Inner Lagoon,Outer Lagoon,1.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,425.7,1208,643.2,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
143,Outer Lagoon,Outer Lagoon,1.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,518.3,1434.3,637.4,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
144,Inner Lagoon,Outer Lagoon,1.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,373.9,1046.3,641.3,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
144,Outer Lagoon,Outer Lagoon,1.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,467.7,1269.9,631.3,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
151,Inner Lagoon,Inner Lagoon,1.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,441.2,1162.3,616.5,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
151,Outer Lagoon,Inner Lagoon,1.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403.2857143,1003.857143,589,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
152,Inner Lagoon,Inner Lagoon,1.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,502.2,1315.4,608.6,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
152,Outer Lagoon,Inner Lagoon,1.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,523.6,1334.2,604.6,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
153,Inner Lagoon,Inner Lagoon,1.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,526.6,1343.5,609.3,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
153,Outer Lagoon,Inner Lagoon,1.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450.5,1214,623.1,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
154,Inner Lagoon,Inner Lagoon,1.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,514,1365.7,619.8,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
154,Outer Lagoon,Inner Lagoon,1.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,483.4,1268.4,614.9,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
156,Inner Lagoon,Inner Lagoon,1.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,485.5555556,1275.555556,618.2222222,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
156,Outer Lagoon,Inner Lagoon,1.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,436.2,1122.6,611.3,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
157,Inner Lagoon,Inner Lagoon,1.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,534.7,1459.8,633.1,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
157,Outer Lagoon,Inner Lagoon,1.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,525.4,1302.2,588.1,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
158,Inner Lagoon,Inner Lagoon,1.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,436.875,1160.25,618.375,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
158,Outer Lagoon,Inner Lagoon,1.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,463.1,1159,592.9,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
162,Inner Lagoon,Inner Lagoon,1.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,329.7,946.3,652.5,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
162,Outer Lagoon,Inner Lagoon,1.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,395.9,1066.9,628.5,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
163,Inner Lagoon,Inner Lagoon,1.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,346.7,979.4,644.5,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
163,Outer Lagoon,Inner Lagoon,1.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,474.2,1314.2,639.9,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
166,Inner Lagoon,Inner Lagoon,1.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365.3,1060.1,654.8,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
166,Outer Lagoon,Inner Lagoon,1.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,470.3,1227.6,617.3,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
167,Inner Lagoon,Inner Lagoon,1.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,367.3,1030.2,641.9,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
167,Outer Lagoon,Inner Lagoon,1.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,426.3,1224,651.3,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
169,Inner Lagoon,Inner Lagoon,1.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,383.1,1071.1,643,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
169,Outer Lagoon,Inner Lagoon,1.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,496.3,1347.3,633.3,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
170,Inner Lagoon,Inner Lagoon,1.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,342.5,961.7,641,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
170,Outer Lagoon,Inner Lagoon,1.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,453.1,1202.6,620.5,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
208,Inner Lagoon,Outer Lagoon,1.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,356.3,1040.4,656.2,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
208,Outer Lagoon,Outer Lagoon,1.5,MCAP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,393.1818182,1095.090909,641.0909091,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!
21,Inner Lagoon,Outer Lagoon,3,MCAP,275.4564866,47.318908,5.865888296,0.539910592,0.009864166,0.581174344,0.232600317,0.813774661,0.017825905,0.012725378,0.005100527,3.616330774,316.2,891.8,643,NA,10.35348524,NA,NA,NA,NA,NA,91.89189189,#VALUE!
21,Outer Lagoon,Outer Lagoon,3,MCAP,415.214444,61.754206,7.181633357,0.670790028,0.007034995,1.916804156,0.437404526,2.354208682,0.037349997,0.030137003,0.007212994,5.516517387,319.4,903.8,645,NA,5.488948104,NA,NA,NA,NA,NA,100,#VALUE!
22,Inner Lagoon,Outer Lagoon,3,MCAP,265.9925678,44.777764,6.366555079,0.60117695,0.010088708,0.604778889,0.283676253,0.888455142,0.020185893,0.014292854,0.005893039,3.590072155,361.8,1027.2,648.2,NA,24.12599933,NA,NA,NA,NA,NA,100,#VALUE!
22,Outer Lagoon,Outer Lagoon,3,MCAP,202.6500002,29.37496,6.413772163,0.663487904,0.008510985,0.634783777,0.325771755,0.960555532,0.033437065,0.022262842,0.011174223,2.994321812,370.6,1168.6,680,NA,17.36990888,NA,NA,NA,NA,NA,97.2972973,#VALUE!
23,Inner Lagoon,Outer Lagoon,3,MCAP,337.15702,43.143784,7.453838905,0.337754559,0.007856061,0.555273417,0.302876679,0.858150096,0.021262267,0.013939582,0.007322685,2.961883019,469.3333333,1291.333333,636.8333333,NA,3.010465302,NA,NA,NA,NA,NA,97.2972973,#VALUE!
23,Outer Lagoon,Outer Lagoon,3,MCAP,369.3011114,45.879514,8.910158113,0.609415041,0.009164214,0.725570959,0.394401667,1.119972626,0.025420831,0.016233508,0.009187323,2.797023063,329.2,893,621.4,NA,-6.601119278,NA,NA,NA,NA,NA,100,#VALUE!
24,Inner Lagoon,Outer Lagoon,3,MCAP,228.6254596,35.043718,6.759309583,0.438653963,0.009915779,0.511430943,0.224113471,0.735544413,0.021529681,0.014858237,0.006671444,3.265190717,429.6,1168,631,NA,5.860665149,NA,NA,NA,NA,NA,100,#VALUE!
24,Outer Lagoon,Outer Lagoon,3,MCAP,563.717778,72.251002,8.554984648,0.567290258,0.00971418,1.290713728,0.618516065,1.909229793,0.028960633,0.019832757,0.009127877,3.205565146,383.8,1128.2,657.6,NA,5.936797534,NA,NA,NA,NA,NA,100,#VALUE!
47,Inner Lagoon,Outer Lagoon,3,PCOM,274.394445,22.046458,12.43202409,0.426338735,0.010375449,0.40734941,0.210903024,0.618252435,0.028290831,0.018668604,0.009622227,2.926847842,521,1312.6,595.4,NA,6.543299675,NA,NA,NA,NA,NA,89.18918919,#VALUE!
47,Outer Lagoon,Outer Lagoon,3,PCOM,128.9,18.5939125,7.169236553,0.6931097,0.010622384,0.510584711,0.202915625,0.713500336,0.038117423,0.027327977,0.010789447,3.535602854,545,1276,573.5,NA,26.2016943,NA,NA,NA,NA,NA,78.37837838,#VALUE!
48,Inner Lagoon,Outer Lagoon,3,PCOM,268.0077128,26.30362,11.16209609,0.379396411,0.006756999,0.502061927,0.231232163,0.73329409,0.027883332,0.019068078,0.008815254,3.165297623,567.6,1496.6,642.4,NA,6.715671078,NA,NA,NA,NA,NA,94.5945946,#VALUE!
48,Outer Lagoon,Outer Lagoon,3,PCOM,144.98,18.941218,7.581157271,0.576283616,0.009639308,0.558054713,0.224907519,0.782962233,0.040942548,0.029459,0.011483548,3.62809936,556.2,1594.6,651.4,NA,24.55386335,NA,NA,NA,NA,NA,86.48648649,#VALUE!
49,Inner Lagoon,Outer Lagoon,3,PCOM,315.2154753,26.6807575,11.51800228,0.447909242,0.008225101,0.41101387,0.179692196,0.590706066,0.025541847,0.017765563,0.007776283,3.27577037,617.75,1449.25,606,NA,17.46356329,NA,NA,NA,NA,NA,78.37837838,#VALUE!
49,Outer Lagoon,Outer Lagoon,3,PCOM,240.632222,41.225044,6.045272132,0.56089112,0.012128628,0.793722996,0.317018835,1.110741831,0.030431202,0.021674258,0.008756944,3.468172921,519.8,1493.2,653.6,NA,9.934521217,NA,NA,NA,NA,NA,89.18918919,#VALUE!
