Date,Year,Day,Time,PH_INT,PH_EXT,TEMP,TEMP_CTD,Salinity,Oxygen
2016161,2016,161,15.26516418,7.940186,7.907456,25.6608,25.41864,34.27854,3.8702
2016161,2016,161,15.51515752,7.937518,7.90519,25.63794,25.39274,34.27348,3.8474
2016161,2016,161,15.76518612,7.935426,7.903864,25.62162,25.37964,34.27072,3.8262
2016161,2016,161,16.01519814,7.933532,7.901294,25.60798,25.3681,34.26728,3.8064
2016161,2016,161,16.26519202,7.931536,7.899468,25.59886,25.3618,34.26362,3.7894
2016161,2016,161,16.51520882,7.929896,7.897074,25.5923,25.35984,34.26208,3.7748
2016161,2016,161,16.76522408,7.928138,7.896762,25.58568,25.35226,34.2598,3.762
2016161,2016,161,17.01523628,7.925516,7.893888,25.57704,25.34428,34.2589,3.7538
2016161,2016,161,17.26521416,7.92516,7.894,25.57362,25.34178,34.25822,3.7598
2016161,2016,161,17.51523628,7.925822,7.894336,25.57098,25.34182,34.2576,3.784
2016161,2016,161,17.76525308,7.926724,7.895974,25.57272,25.34592,34.25712,3.8136
2016161,2016,161,18.01526986,7.928904,7.898064,25.5816,25.36108,34.25618,3.858
2016161,2016,161,18.2958496,7.93166,7.902808,25.59838,25.383525,34.25565,3.91875
2016161,2016,161,18.5152977,7.936326,7.905826,25.61974,25.40966,34.2549,3.9752
2016161,2016,161,18.76529732,7.939508,7.909658,25.64196,25.43292,34.25452,4.0266
2016161,2016,161,19.01532554,7.9438,7.914626,25.66988,25.4649,34.2544,4.099
2016161,2016,161,19.26533432,7.94776,7.91931,25.70018,25.49688,34.25374,4.166
2016161,2016,161,19.51534844,7.951342,7.923288,25.73236,25.53398,34.25362,4.2362
2016161,2016,161,19.765353,7.957614,7.930628,25.77864,25.58474,34.25328,4.3332
2016161,2016,161,20.01536406,7.962802,7.935946,25.82098,25.62994,34.25336,4.4278
2016161,2016,161,20.26538124,7.97032,7.944814,25.87654,25.69288,34.25342,4.5482
2016161,2016,161,20.51538124,7.977834,7.952764,25.93176,25.75426,34.25392,4.655
2016161,2016,161,20.76540338,7.985302,7.960924,26.01308,25.85102,34.25408,4.7902
2016161,2016,161,21.01539232,7.994608,7.971854,26.129,25.98138,34.25406,4.9468
2016161,2016,161,21.26514128,7.999354,7.977792,26.19712,26.03164,34.24054,5.0276
2016161,2016,161,21.5151535,8.005652,7.985244,26.24668,26.07048,34.24004,5.13
2016161,2016,161,21.76515884,8.013038,7.993044,26.296,26.1137,34.2403,5.2356
2016161,2016,161,22.01514128,8.017074,7.996358,26.32416,26.12834,34.2416,5.2752
2016161,2016,161,22.29576644,8.022896,8.005294,26.37418,26.194225,34.2422,5.39525
2016161,2016,161,22.51518784,8.030678,8.01103,26.42634,26.23972,34.24326,5.4806
2016161,2016,161,22.76520844,8.037084,8.016838,26.47612,26.287,34.24442,5.5728
2016161,2016,161,23.01520844,8.044332,8.023926,26.52934,26.34364,34.24544,5.6728
2016161,2016,161,23.26522484,8.049836,8.030566,26.57726,26.38792,34.24618,5.7544
2016161,2016,161,23.51522522,8.053224,8.033588,26.60634,26.40906,34.2469,5.7852
2016161,2016,161,23.76522522,8.05533,8.036316,26.6301,26.42714,34.24716,5.8126
2016162,2016,162,0.01524208,8.059464,8.039922,26.65524,26.45032,34.24828,5.8612
2016162,2016,162,0.26527014,8.063486,8.043742,26.6774,26.4693,34.24928,5.905
2016162,2016,162,0.54585042,8.067554,8.04945,26.70452,26.500975,34.250375,5.9675
2016162,2016,162,0.76529236,8.070862,8.05127,26.72712,26.51864,34.25104,5.9988
2016162,2016,162,1.01528088,8.072284,8.051466,26.74076,26.52428,34.25242,6.0034
2016162,2016,162,1.26529178,8.074034,8.05334,26.74474,26.52122,34.25218,5.9928
2016162,2016,162,1.51532302,8.074438,8.053672,26.74704,26.5219,34.2523,5.9898
2016162,2016,162,1.76531934,8.07578,8.054908,26.75042,26.52316,34.25348,6.0002
2016162,2016,162,2.0153472,8.077794,8.056204,26.75486,26.53034,34.25458,6.0114
2016162,2016,162,2.26533658,8.08065,8.058506,26.75904,26.5319,34.25604,6.014
2016162,2016,162,2.51536424,8.08117,8.06031,26.76136,26.53398,34.25714,5.997
