FragID,Parent,Origin,Transplant,Species,Rack,Timepoint,AFDW,SA,BM,BWx.d,LE,NP,R,GP,GPSA,NPSA,RSA,P_RSA,F0,FM,Yield,PropLipids,Final.prey.SA,Extension,Angle,Simpson
502,121,Inner Bay,Inner Bay,MCAP,PHY2,3,,,,0.236164419,NA,,,,,,,,323,981,670,,,,,
509,121,Inner Bay,Outer Bay,MCAP,PHY5,3,187.188889,31.89034,5.869767742,1.098855243,0.016707865,0.617665121,0.26536438,0.883029501,0.027689561,0.019368408,0.008321152,3.327611268,NA,NA,NA,,,,,
510,121,Inner Bay,Outer Bay,MCAP,PHY5,3,341.6,60.02395,5.691061651,1.122949616,0.016210526,0.696489789,0.403539873,1.100029662,0.018326512,0.011603531,0.006722981,2.72595036,NA,NA,NA,,,,,
520,121,Inner Bay,Outer Bay,MCAP,PHY5,3,458.500001,62.70205,7.312360617,0.668664414,0.010378947,0.668663265,0.367733853,1.036397118,0.016528919,0.010664137,0.005864782,2.818334808,NA,NA,NA,,1.456624358,,,
521,52,Outer Bay,Outer Bay,MCAP,PHY5 ,3,430.833334,77.73331,5.542454502,0.841105197,0.012736842,0.83297649,0.463827935,1.296804425,0.016682738,0.010715824,0.005966913,2.795873916,NA,NA,NA,,,,,
524,52,Outer Bay,Outer Bay,MCAP,PHY5,3,502.96875,81.54367,6.168090668,0.909812498,0.012178947,0.680215516,0.452260304,1.13247582,0.013887967,0.008341733,0.005546234,2.504035419,NA,NA,NA,,,,,
525,52,Outer Bay,Outer Bay,MCAP,PHY5,3,181.75,56.5153,3.215943293,0.352378543,0.003821053,0.724735873,0.344101795,1.068837668,0.018912359,0.012823711,0.006088648,3.106167081,NA,NA,NA,,9.153863349,,,
526,52,Outer Bay,Outer Bay,MCAP,PHY6,3,,,,0.364812964,NA,,,,,,,,400,1021,608,,,,,
529,52,Outer Bay,Outer Bay,MCAP,PHY5,3,423.266668,41.05351,10.3101213,0.339313479,NA,0.835918859,0.340657648,1.176576507,0.028659584,0.02036169,0.008297893,3.453838521,NA,NA,NA,,,,,
536,52,Outer Bay,Inner Bay,MCAP,PHY1,3,430.897299,65.33269,6.595431766,0.880020766,0.018536842,0.424949081,0.182362359,0.60731144,0.009295675,0.006504387,0.002791288,3.33024558,NA,NA,NA,,9.010292805,,,
540,52,Outer Bay,Inner Bay,MCAP,PHY1,3,290.851282,43.84009,6.634367813,0.239255837,0.004189474,0.786718019,0.323086317,1.109804336,0.025314828,0.017945173,0.007369655,3.435008781,NA,NA,NA,,,,,
542,52,Outer Bay,Inner Bay,MCAP,PHY1,3,292.410811,58.94254,4.960946898,0.636414032,0.016273684,0.580412312,0.38132668,0.961738992,0.016316552,0.009847087,0.006469465,2.522086815,NA,NA,NA,,,,,
558,52,Outer Bay,Inner Bay,MCAP,PHY1,3,219.474747,30.50383,7.194989842,0.50731821,0.007915789,0.430941366,0.155879389,0.586820755,0.019237609,0.014127451,0.005110158,3.764582083,NA,NA,NA,,,,,
561,52,Outer Bay,Inner Bay,MCAP,PHY2,3,,,,1.094445002,0.011989474,,,,,,,,275,780,647,,,,,
565,52,Outer Bay,Outer Bay,MCAP,PHY6,3,,,,0.834366924,0.013752809,,,,,,,,382,1044,634,,,,,
566,52,Outer Bay,Outer Bay,MCAP,PHY5,3,566.666665,45.99274,12.32078508,0.528884552,0.013808989,0.633007727,0.327194287,0.960202014,0.020877252,0.01376321,0.007114042,2.934653972,NA,NA,NA,,,,,
573,52,Outer Bay,Inner Bay,MCAP,PHY1,3,195.135136,23.59501,8.27018662,0.180614214,0.006329787,0.312255986,0.203143871,0.515399857,0.021843596,0.013233984,0.008609612,2.537117435,NA,NA,NA,,,,,
575,52,Outer Bay,Inner Bay,MCAP,PHY2,3,,,,1.117045331,0.011947368,,,,,,,,338,987,657,,,,,
576,52,Outer Bay,Inner Bay,MCAP,PHY2,3,,,,0.541244087,0.020386364,,,,,,,,362,1012,642,,,,,
577,52,Outer Bay,Inner Bay,MCAP,PHY2,3,,,,0.793689913,0.016806818,,,,,,,,281,773,636,,,,,
585,52,Outer Bay,Outer Bay,MCAP,PHY6,3,,,,0.349746871,NA,,,,,,,,360,1012,644,,,,,
588,52,Outer Bay,Outer Bay,MCAP,PHY6,3,,,,0.779760778,0.010191011,,,,,,,,311,852,634,,,,,
591,52,Outer Bay,Inner Bay,MCAP,PHY2,3,,,,0.941454904,0.01275,,,,,,,,259,793,673,,,,,
600,52,Outer Bay,Outer Bay,MCAP,PHY6,3,,,,0.314256049,NA,,,,,,,,456,1627,719,,,,,
600,52,Outer Bay,Inner Bay,MCAP,PHY6,3,,,,NA,NA,,,,,,,,456,1627,719,,,,,
606,162,Inner Bay,Outer Bay,MCAP,PHY6,3,,,,0.964136903,0.014741573,,,,,,,,406,1046,611,,,,,
609,162,Inner Bay,Inner Bay,MCAP,PHY1,3,146.356757,14.40472,10.16033335,0.958104981,0.015352273,0.173502546,0.075876797,0.249379343,0.017312335,0.01204484,0.005267495,3.286635083,NA,NA,NA,,,,,
610,162,Inner Bay,Inner Bay,MCAP,PHY1,3,253.187817,24.751,10.22939748,0.787857548,0.014547368,0.371536565,0.099811837,0.471348402,0.01904361,0.015010972,0.004032639,4.722369773,NA,NA,NA,,,,,
612,162,Inner Bay,Inner Bay,MCAP,PHY2,3,,,,0.509220626,NA,,,,,,,,243,690,647,,,,,
620,162,Inner Bay,Inner Bay,MCAP,PHY1,3,178.055555,42.33832,4.205541339,0.904664828,0.004284091,0.483724236,0.286057964,0.7697822,0.01818169,0.011425211,0.006756479,2.691000765,NA,NA,NA,,,,,
623,162,Inner Bay,Outer Bay,MCAP,PHY5,3,558.555558,144.81463,3.857038187,1.146307908,0.009145833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
629,162,Inner Bay,Outer Bay,MCAP,PHY6,3,,,,0.990712248,0.009905263,,,,,,,,311,838,628,,,,,
638,162,Inner Bay,Inner Bay,MCAP,PHY1,3,163.125,34.01587,4.795555721,0.943034299,0.017090909,0.344820931,0.140713692,0.485534623,0.014273768,0.01013706,0.004136707,3.450514418,NA,NA,NA,,13.11152706,,,
645,162,Inner Bay,Outer Bay,MCAP,PHY6,3,,,,0.714427457,0.010458333,,,,,,,,283,723,608,,,,,
648,162,Inner Bay,Outer Bay,MCAP,PHY5,3,221,59.21374,3.732241875,0.75624765,0.007662921,0.644758444,0.233676057,0.878434501,0.014834978,0.010888663,0.003946315,3.759197721,NA,NA,NA,,,,,
649,162,Inner Bay,Outer Bay,MCAP,PHY5,3,236.599999,65.94628,3.587768696,0.808905976,0.017357895,0.973850738,0.45231776,1.426168498,0.021626216,0.014767334,0.006858882,3.153023436,NA,NA,NA,,,,,
650,162,Inner Bay,Inner Bay,MCAP,PHY2,3,,,,0.500550931,0.003085106,,,,,,,,507,1383,633,,,,,
653,162,Inner Bay,Inner Bay,MCAP,PHY2,3,,,,0.82977739,0.010147727,,,,,,,,382,998,617,,,,,
662,162,Inner Bay,Outer Bay,MCAP,PHY5,3,127.8,31.54117,4.051847157,1.532726703,0.014022472,0.531867216,0.242480355,0.774347571,0.024550376,0.016862634,0.007687741,3.193444562,NA,NA,NA,,11.87865468,,,
663,162,Inner Bay,Outer Bay,MCAP,PHY6,3,,,,0.84157336,0.005084211,,,,,,,,262,703,627,,,,,
668,162,Inner Bay,Inner Bay,MCAP,PHY1,3,356.5,52.46086,6.795542429,0.64114402,0.014568182,0.569883008,0.246396148,0.816279156,0.015559775,0.010863013,0.004696762,3.312873041,NA,NA,NA,,,,,
669,162,Inner Bay,Outer Bay,MCAP,PHY5,3,422.861111,91.95436,4.598597728,1.282599023,0.012447917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
672,162,Inner Bay,Inner Bay,MCAP,PHY2,3,,,,0.624543564,0.012202128,,,,,,,,400,1036,613,,,,,
678,162,Inner Bay,Outer Bay,MCAP,PHY6,3,,,,0.65058259,0.004292135,,,,,,,,266,743,641,,,,,
680,162,Inner Bay,Inner Bay,MCAP,PHY2,3,,,,0.818511799,0.011840909,,,,,,,,495,1351,633,,,,,
683,208,Outer Bay,Outer Bay,MCAP,PHY6,3,,,,0.859917077,0.011797753,,,,,,,,275,960,713,,,,,
685,208,Outer Bay,Outer Bay,MCAP,PHY5,3,,,,NA,NA,,,,,,,,NA,NA,NA,,,,,
688,208,Outer Bay,Inner Bay,MCAP,PHY1,3,227.81,38.99917,5.841406368,0.718498956,0.013340909,0.718498992,0.263369366,0.981868358,0.025176648,0.018423443,0.006753204,3.72810389,NA,NA,NA,,-3.247932371,,,
689,208,Outer Bay,Inner Bay,MCAP,PHY1,3,426.054055,77.15701,5.521909869,0.56027672,0.020789474,0.847757766,0.331550477,1.179308243,0.015284525,0.010987437,0.004297088,3.556949318,NA,NA,NA,,,,,
690,208,Outer Bay,Outer Bay,MCAP,PHY5,3,443.800001,74.82808,5.930928617,1.049942783,0.005864583,1.301975905,0.616521946,1.918497851,0.025638742,0.017399563,0.008239179,3.111807882,NA,NA,NA,,,,,
700,208,Outer Bay,Outer Bay,MCAP,PHY6,3,,,,0.579485883,0.012789474,,,,,,,,345,1020,661,,,,,
704,208,Outer Bay,Inner Bay,MCAP,PHY2,3,,,,0.638122139,0.012988636,,,,,,,,232,625,628,,,,,
713,208,Outer Bay,Outer Bay,MCAP,PHY6,3,,,,0.80434333,0.015123596,,,,,,,,391,1148,659,,,,,
717,208,Outer Bay,Inner Bay,MCAP,PHY2,3,,,,0.59747341,0.009534091,,,,,,,,335,1082,690,,,,,
719,208,Outer Bay,Outer Bay,MCAP,PHY6,3,,,,0.945136647,0.009516854,,,,,,,,260,664,608,,,,,
726,208,Outer Bay,Inner Bay,MCAP,PHY1,3,650.25,65.18692,9.975160661,0.469396589,0.014181818,0.821060983,0.299889696,1.120950679,0.017195945,0.012595487,0.004600458,3.737876606,NA,NA,NA,,,,,
728,208,Outer Bay,Inner Bay,MCAP,PHY1,3,424.605406,90.0424,4.715616265,0.809934647,0.0116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
731,208,Outer Bay,Inner Bay,MCAP,PHY1,3,217.05,36.72109,5.910772256,0.619364729,0.006221053,0.394901793,0.232799051,0.627700844,0.017093742,0.010754087,0.006339655,2.696320459,NA,NA,NA,,,,,
732,208,Outer Bay,Outer Bay,MCAP,PHY5,3,426.888887,41.26369,10.34538809,0.835195193,0.011416667,0.702450509,0.378781279,1.081231788,0.026202983,0.017023454,0.00917953,2.854501656,NA,NA,NA,,,,,
734,208,Outer Bay,Outer Bay,MCAP,PHY6,3,,,,0.753619298,0.005263158,,,,,,,,390,1114,649,,,,,
737,208,Outer Bay,Inner Bay,MCAP,PHY2,3,,,,0.740575365,0.01375,,,,,,,,328,948,654,,,,,
740,208,Outer Bay,Outer Bay,MCAP,PHY5,3,552.888888,68.98033,8.015167338,1.194229589,0.013606742,1.056354758,0.474430009,1.530784767,0.022191613,0.015313855,0.006877758,3.226576603,NA,NA,NA,,,,,
743,208,Outer Bay,Outer Bay,MCAP,PHY5,3,223.716666,44.46385,5.031428138,0.741995965,0.004431579,0.783883838,0.410535686,1.194419524,0.02686271,0.017629689,0.009233022,2.909417049,NA,NA,NA,,6.82202134,,,
746,208,Outer Bay,Inner Bay,MCAP,PHY2,3,,,,0.464837543,0.010553191,,,,,,,,453,1253,638,,,,,
758,208,Outer Bay,Outer Bay,MCAP,PHY5,3,233.933333,32.89378,7.111780191,0.443377099,0.012303371,0.834449687,0.295936751,1.130386438,0.034364747,0.025368008,0.008996739,3.819689289,NA,NA,NA,,,,,
760,208,Outer Bay,Inner Bay,MCAP,PHY2,3,,,,0.685444248,0.007404255,,,,,,,,326,943,654,,,,,
763,21,Outer Bay,Outer Bay,MCAP,PHY6,3,,,,0.6413818,0.003494382,,,,,,,,267,775,655,,,,,
767,21,Outer Bay,Inner Bay,MCAP,PHY2,3,,,,0.545248371,0.000715909,,,,,,,,312,868,640,,,,,
770,21,Outer Bay,Outer Bay,MCAP,PHY5,3,399.75,46.34869,8.624839235,0.8514146,0.009516854,0.714327503,0.281245729,0.995573232,0.021480073,0.015412032,0.006068041,3.539869692,NA,NA,NA,,,,,
771,21,Outer Bay,Inner Bay,MCAP,PHY1,3,455.25,69.64816,6.53642537,0.362837159,0.00893617,0.802744898,0.323278713,1.126023611,0.016167313,0.011525716,0.004641597,3.483135653,NA,NA,NA,,,,,
773,21,Outer Bay,Outer Bay,MCAP,PHY6,3,,,,0.831302957,0.0025625,,,,,,,,243,681,643,,,,,
787,21,Outer Bay,Inner Bay,MCAP,PHY1,3,256.2,42.88411,5.974240809,0.688777541,0.016818182,0.522997239,0.264287195,0.787284434,0.018358418,0.012195595,0.006162823,2.978897385,NA,NA,NA,,10.35348524,,,
796,21,Outer Bay,Inner Bay,MCAP,PHY2,3,,,,0.823881238,0.009884211,,,,,,,,344,1055,673,,,,,
801,21,Outer Bay,Outer Bay,MCAP,PHY6,3,,,,0.356594701,0.004269663,,,,,,,,347,1046,668,,,,,
806,21,Outer Bay,Outer Bay,MCAP,PHY5,3,425.333332,40.81621,10.42069639,0.475449773,0.003640449,0.759432929,0.347713142,1.107146071,0.027125156,0.01860616,0.008518996,3.184078878,NA,NA,NA,,,,,
810,21,Outer Bay,Inner Bay,MCAP,PHY1,3,150.810811,22.30342,6.761779628,0.369469344,0.001095745,0.34188563,0.142902456,0.484788086,0.021736043,0.015328843,0.006407199,3.392440547,NA,NA,NA,,,,,
811,21,Outer Bay,Inner Bay,MCAP,PHY2,3,,,,0.248229176,0.006789474,,,,,,,,395,1092,638,,,,,
814,21,Outer Bay,Inner Bay,MCAP,PHY2,3,,,,0.688686408,0.013352273,,,,,,,,287,784,633,,,,,
817,21,Outer Bay,Inner Bay,MCAP,PHY2,3,,,,0.288556228,NA,,,,,,,,243,660,631,,,,,
818,21,Outer Bay,Outer Bay,MCAP,PHY6,3,,,,0.904892391,0.011640449,,,,,,,,386,1124,656,,,,,
820,21,Outer Bay,Outer Bay,MCAP,PHY5,3,531.611112,92.74084,5.732222309,0.606988632,0.011685393,0.947342358,0.608966618,1.556308976,0.016781269,0.010214943,0.006566326,2.555655647,NA,NA,NA,,,,,
821,21,Outer Bay,Outer Bay,MCAP,PHY6,3,,,,0.470797031,0.0084,,,,,,,,354,893,603,,,,,
823,21,Outer Bay,Inner Bay,MCAP,PHY1,3,304.421622,57.76282,5.270200139,0.632613859,0.016375,0.658595918,0.284313648,0.942909566,0.016323815,0.011401727,0.004922087,3.316441446,NA,NA,NA,,,,,
825,21,Outer Bay,Inner Bay,MCAP,PHY1,3,210.6,43.99603,4.786795536,0.750806597,0.014810526,0.579648037,0.148219572,0.727867609,0.016543938,0.013175008,0.003368931,4.91073884,NA,NA,NA,,,,,
834,21,Outer Bay,Outer Bay,MCAP,PHY5,3,400.71111,68.98711,5.808492485,0.852272468,NA,5.973827997,0.425764279,6.399592276,0.092765044,0.086593394,0.00617165,15.03083418,NA,NA,NA,,5.488948104,,,
835,21,Outer Bay,Outer Bay,MCAP,PHY5,3,318.666666,59.87818,5.321916364,0.716805928,0.008105263,1.189089994,0.523332861,1.712422855,0.028598445,0.019858486,0.008739959,3.272148536,NA,NA,NA,,,,,
843,143,Outer Bay,Inner Bay,MCAP,PHY2,3,,,,0.458393705,0.002404255,,,,,,,,426,1214,649,,,,,
844,143,Outer Bay,Outer Bay,MCAP,PHY5,3,353.777779,50.5489,6.998723592,0.741089839,0.012022472,0.73369692,0.785149286,1.518846206,0.030047067,0.014514597,0.01553247,1.934468047,NA,NA,NA,,18.97832264,,,
849,143,Outer Bay,Inner Bay,MCAP,PHY2,3,,,,0.144764399,0.004585106,,,,,,,,547,1350,594,,,,,
852,143,Outer Bay,Inner Bay,MCAP,PHY1,3,293.254053,35.52442,8.25499904,0.268024122,0.015261364,0.610062989,0.234132452,0.844195441,0.023763806,0.01717306,0.006590747,3.605631914,NA,NA,NA,,,,,
856,143,Outer Bay,Inner Bay,MCAP,PHY1 ,3,469.56,46.93516,10.00444017,0.223595679,0.005473684,0.76220434,0.283564237,1.045768577,0.022281134,0.016239517,0.006041616,3.687942415,NA,NA,NA,,,,,
857,143,Outer Bay,Inner Bay,MCAP,PHY2,3,,,,0.257846062,0.007147368,,,,,,,,497,1492,666,,,,,
859,143,Outer Bay,Outer Bay,MCAP,PHY6,3,,,,0.423677531,0.006550562,,,,,,,,435,1155,623,,,,,
862,143,Outer Bay,Outer Bay,MCAP,PHY5,3,546.355556,90.78142,6.018363185,0.386403701,0.010280899,1.59013508,0.706503647,2.296638727,0.025298555,0.017516085,0.00778247,3.250710363,NA,NA,NA,,,,,
867,143,Outer Bay,Inner Bay,MCAP,PHY1,3,553.58,65.5327,8.447385809,0.252610018,0.012617021,1.119480278,0.394280538,1.513760816,0.02309932,0.017082774,0.006016547,3.83929885,NA,NA,NA,,,,,
870,143,Outer Bay,Outer Bay,MCAP,PHY6,3,,,,0.447623731,0.001666667,,,,,,,,447,1292,654,,,,,
878,143,Outer Bay,Outer Bay,MCAP,PHY6,3,,,,0.484961902,0.014561798,,,,,,,,258,983,737,,,,,
884,143,Outer Bay,Inner Bay,MCAP,PHY2,3,,,,0.263211814,0.003284091,,,,,,,,383,1092,649,,,,,
887,143,Outer Bay,Inner Bay,MCAP,PHY2,3,,,,0.426566751,0.006261364,,,,,,,,464,1416,672,,,,,
888,143,Outer Bay,Outer Bay,MCAP,PHY5,3,254.149999,51.48115,4.936758386,0.324746385,0.007179775,0.859265113,0.417043149,1.276308262,0.024791759,0.016690869,0.00810089,3.060374604,NA,NA,NA,,,,,
890,143,Outer Bay,Outer Bay,MCAP,PHY6,3,,,,0.336950256,0.001,,,,,,,,433,1164,628,,,,,
898,143,Outer Bay,Inner Bay,MCAP,PHY1,3,464.800001,62.28847,7.462055193,0.111494261,0.010022727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
899,143,Outer Bay,Inner Bay,MCAP,PHY1,3,457.92,77.26549,5.926578606,0.349334831,0.006305263,0.978988183,0.503782698,1.482770881,0.019190597,0.012670446,0.006520151,2.943274723,NA,NA,NA,,10.4401935,,,
901,143,Outer Bay,Outer Bay,MCAP,PHY5,3,404.861111,85.40488,4.740491539,0.423371832,0.01584375,1.856456975,0.681479729,2.537936704,0.02971653,0.02173713,0.0079794,3.724155827,NA,NA,NA,,,,,
910,143,Outer Bay,Outer Bay,MCAP,PHY5,3,495.055554,106.18219,4.662321939,0.389338088,0.001610526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
920,143,Outer Bay,Outer Bay,MCAP,PHY6,3,,,,0.365387146,0.008136842,,,,,,,,362,1046,653,,,,,
921,22,Outer Bay,Outer Bay,MCAP,PHY6,3,,,,0.39400523,0.004359551,,,,,,,,333,1306,745,,,,,
923,22,Outer Bay,Outer Bay,MCAP,PHY6,3,,,,1.143117039,0.011134831,,,,,,,,331,975,660,,,,,
928,22,Outer Bay,Inner Bay,MCAP,PHY1,3,237.125,30.72757,7.71701114,0.862949294,0.003272727,0.520221012,0.218324747,0.738545759,0.02403528,0.016930106,0.007105175,3.382785365,NA,NA,NA,,24.12599933,,,
930,22,Outer Bay,Inner Bay,MCAP,PHY1,3,190.2,28.00879,6.79072534,0.269212262,0.011557895,0.315364259,0.10079308,0.416157339,0.014858098,0.011259475,0.003598623,4.128828477,NA,NA,NA,,,,,
943,22,Outer Bay,Inner Bay,MCAP,PHY1,3,452.108108,93.72733,4.823652909,0.795328083,0.020821053,1.049556988,0.653078887,1.702635875,0.018165842,0.011197982,0.00696786,2.607090673,NA,NA,NA,,,,,
946,22,Outer Bay,Inner Bay,MCAP,PHY2,3,,,,0.58069048,0.010894737,,,,,,,,314,872,639,,,,,
948,22,Outer Bay,Inner Bay,MCAP,PHY1,3,287.221622,44.26384,6.488854605,0.546780908,0.010909091,0.692347574,0.325735356,1.01808293,0.02300033,0.015641381,0.007358949,3.12549102,NA,NA,NA,,,,,
951,22,Outer Bay,Outer Bay,MCAP,PHY6,3,,,,0.743190009,0.00578125,,,,,,,,404,1214,667,,,,,
952,22,Outer Bay,Outer Bay,MCAP,PHY6,3,,,,0.702135662,0.010258427,,,,,,,,419,1296,676,,,,,
953,22,Outer Bay,Inner Bay,MCAP,PHY2,3,,,,0.519709842,0.005147727,,,,,,,,444,1203,630,,,,,
960,22,Outer Bay,Outer Bay,MCAP,PHY5 ,3,433.972222,41.93152,10.34954664,0.917517294,0.009764045,0.691618696,0.426856414,1.11847511,0.026673851,0.016494005,0.010179846,2.620260756,NA,NA,NA,,,,,
964,22,Outer Bay,Inner Bay,MCAP,PHY1,3,163.308109,27.16129,6.0125314,0.603373564,0.016478723,0.446404612,0.120449193,0.566853805,0.020869915,0.016435324,0.00443459,4.706165238,NA,NA,NA,,,,,
966,22,Outer Bay,Outer Bay,MCAP,PHY5,3,112.222222,21.89662,5.125093371,0.500111352,0.003895833,0.361665211,0.160903778,0.522568989,0.023865281,0.016516942,0.007348339,3.24771112,NA,NA,NA,,,,,
967,22,Outer Bay,Inner Bay,MCAP,PHY2,3,,,,0.468864693,0.003191489,,,,,,,,373,1028,637,,,,,
971,22,Outer Bay,Inner Bay,MCAP,PHY2,3,,,,0.768142194,0.004840909,,,,,,,,258,796,675,,,,,
976,22,Outer Bay,Outer Bay,MCAP,PHY6,3,,,,NA,NA,,,,,,,,NA,NA,NA,,,,,
978,22,Outer Bay,Inner Bay,MCAP,PHY2,3,,,,0.596718176,0.013772727,,,,,,,,420,1237,660,,,,,
988,22,Outer Bay,Outer Bay,MCAP,PHY5,3,97.75,25.79173,3.789974538,0.680609201,0.009573034,0.485438544,0.329649422,0.815087966,0.031602687,0.018821481,0.012781206,2.472590308,NA,NA,NA,,17.36990888,,,
989,22,Outer Bay,Outer Bay,MCAP,PHY6,3,,,,0.465936962,0.005357895,,,,,,,,366,1052,652,,,,,
996,22,Outer Bay,Outer Bay,MCAP,PHY5,3,237.750001,36.09733,6.586359739,0.812183931,0.010595506,0.910192771,0.4122622,1.322454971,0.036635811,0.025214961,0.01142085,3.207800693,NA,NA,NA,,,,,
999,22,Outer Bay,Outer Bay,MCAP,PHY5,3,131.555556,21.1576,6.217886528,0.276072355,0.014389474,0.725003661,0.299186961,1.024190622,0.048407694,0.03426682,0.014140874,3.423246182,NA,NA,NA,,,,,
1001,166,Inner Bay,Inner Bay,MCAP,PHY2,3,,,,0.422558134,0.007425532,,,,,,,,352,1112,683,,,,,
1004,166,Inner Bay,Inner Bay,MCAP,PHY1,3,187.875,28.3105,6.636230374,0.224590553,0.006397727,0.299119633,0.187738175,0.486857808,0.017197076,0.010565678,0.006631397,2.593280818,NA,NA,NA,,,,,
1006,166,Inner Bay,Outer Bay,MCAP,PHY5,3,241.527778,27.79183,8.690603605,0.612582746,0.003294737,0.56383233,0.376080449,0.939912779,0.033819751,0.020287701,0.013532051,2.499233293,NA,NA,NA,,16.0478817,,,
1009,166,Inner Bay,Inner Bay,MCAP,PHY1,3,220.68421,30.67333,7.194660964,NA,0.017547368,0.463041318,0.237412878,0.700454196,0.022835936,0.015095893,0.007740043,2.950363105,NA,NA,NA,,14.60552213,,,
1015,166,Inner Bay,Inner Bay,MCAP,PHY1,3,234.4,35.57527,6.58884669,0.255490277,0.011673684,0.543446044,0.223992935,0.767438979,0.02157226,0.01527595,0.00629631,3.426174933,NA,NA,NA,,,,,
1018,166,Inner Bay,Outer Bay,MCAP,PHY6,3,,,,0.568232631,0.014447917,,,,,,,,443,1283,654,,,,,
1029,166,Inner Bay,Inner Bay,MCAP,PHY2,3,,,,0.40604679,0.007875,,,,,,,,412,1013,593,,,,,
1035,166,Inner Bay,Outer Bay,MCAP,PHY6,3,,,,0.498293725,0.009550562,,,,,,,,321,918,650,,,,,
1038,166,Inner Bay,Outer Bay,MCAP,PHY5,3,408.150001,61.90879,6.592763338,0.369397264,0.004977528,1.3872229,0.514136709,1.901359609,0.030712272,0.022407527,0.008304745,3.698159606,NA,NA,NA,,,,,
1039,166,Inner Bay,Inner Bay,MCAP,PHY2,3,,,,0.462184234,0.006,,,,,,,,279,770,637,,,,,
1046,166,Inner Bay,Outer Bay,MCAP,PHY6,3,,,,0.353827495,NA,,,,,,,,328,913,640,,,,,
1052,166,Inner Bay,Outer Bay,MCAP,PHY5,3,358.944444,31.70389,11.32177925,0.508846566,0.004494382,0.699800904,0.363160377,1.062961281,0.033527787,0.02207303,0.011454758,2.926974825,NA,NA,NA,,,,,
1054,166,Inner Bay,Outer Bay,MCAP,PHY5,3,216.444444,36.89059,5.867199305,0.315600918,0.008410526,0.683265522,0.276492159,0.959757681,0.026016328,0.018521404,0.007494924,3.471193123,NA,NA,NA,,,,,
1060,166,Inner Bay,Inner Bay,MCAP,PHY2,3,,,,0.514667302,0.002265957,,,,,,,,396,1063,627,,,,,
1067,166,Inner Bay,Inner Bay,MCAP,PHY1,3,253.131314,46.90465,5.396721093,0.254391234,0.019420455,0.922753766,0.299672316,1.222426082,0.026061938,0.01967297,0.006388968,4.079209245,NA,NA,NA,,,,,
1071,166,Inner Bay,Inner Bay,MCAP,PHY1,3,275.52,29.95126,9.19894522,0.192316034,0.003347368,0.330774063,0.095221291,0.425995354,0.014222953,0.011043745,0.003179208,4.473740584,NA,NA,NA,,,,,
1072,166,Inner Bay,Outer Bay,MCAP,PHY6,3,,,,0.582734326,0.003645833,,,,,,,,338,998,661,,,,,
1075,166,Inner Bay,Outer Bay,MCAP,PHY5,3,441.133333,59.99683,7.35261068,0.364434376,0.009325843,0.825747137,0.3604353,1.186182437,0.019770752,0.013763179,0.006007572,3.29097188,NA,NA,NA,,,,,
1076,166,Inner Bay,Outer Bay,MCAP,PHY6,3,,,,0.277734796,0.015368421,,,,,,,,451,1190,621,,,,,
1077,166,Inner Bay,Inner Bay,MCAP,PHY2,3,,,,0.336083956,NA,,,,,,,,525,1370,616,,,,,
1087,144,Outer Bay,Inner Bay,MCAP,PHY1,3,195.04,22.59835,8.630718614,0.277347809,0.00225,0.454854702,0.167263549,0.622118251,0.027529366,0.020127784,0.007401582,3.719389279,NA,NA,NA,,,,,
1089,144,Outer Bay,Inner Bay,MCAP,PHY1,3,151.044445,15.13018,9.982990619,0.458216244,0.021789474,0.283791968,0.164825171,0.448617139,0.029650483,0.018756682,0.010893801,2.721775663,NA,NA,NA,,24.49849682,,,
1092,144,Outer Bay,Outer Bay,MCAP,PHY5,3,514.749999,80.4487,6.398487471,0.578045013,0.007822917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,5.568766183,,,
1097,144,Outer Bay,Outer Bay,MCAP,PHY6,3,,,,0.594321562,NA,,,,,,,,467,1324,647,,,,,
1099,144,Outer Bay,Outer Bay,MCAP,PHY6,3,,,,NA,NA,,,,,,,,NA,NA,NA,,,,,
1102,144,Outer Bay,Inner Bay,MCAP,PHY2,3,,,,0.469708436,0.006181818,,,,,,,,396,1166,660,,,,,
1106,144,Outer Bay,Outer Bay,MCAP,PHY6,3,,,,NA,0.011426966,,,,,,,,277,796,652,,,,,
1107,144,Outer Bay,Outer Bay,MCAP,PHY5,3,315.633334,46.31818,6.814458901,0.233358845,0.006404494,1.125084931,0.343127822,1.468212753,0.031698412,0.024290353,0.007408059,4.27890908,NA,NA,NA,,,,,
1116,144,Outer Bay,Outer Bay,MCAP,PHY5,3,225.683334,32.13442,7.023102766,0.410407857,0.006968421,0.725085634,0.419862657,1.144948291,0.035629966,0.022564143,0.013065823,2.726959095,NA,NA,NA,,,,,
1127,144,Outer Bay,Outer Bay,MCAP,PHY6,3,,,,0.609830918,0.008292135,,,,,,,,375,1087,655,,,,,
