"","DTTM","Site","pH","Temp","Sal","DO","TempCTD","Time","Date"
"1",2016-08-25 04:15:00,"Inner Lagoon",7.91142,27.566,32.748,147.17665071875,27.59606,"04:15",2016-08-25
"2",2016-08-25 04:30:00,"Inner Lagoon",7.88782,27.504,32.6558,133.06917621875,27.59398,"04:30",2016-08-25
"3",2016-08-25 04:45:00,"Inner Lagoon",7.8878,27.48,32.64525,130.89085884375,27.59416,"04:45",2016-08-25
"4",2016-08-25 05:00:00,"Inner Lagoon",7.90114,27.446,32.6314,134.42459715625,27.59256,"05:00",2016-08-25
"5",2016-08-25 05:15:00,"Inner Lagoon",7.90814,27.4,32.6146,137.68081859375,27.27222,"05:15",2016-08-25
"6",2016-08-25 05:30:00,"Inner Lagoon",7.90506,27.44,32.6418,137.1111245625,27.27094,"05:30",2016-08-25
"7",2016-08-25 05:45:00,"Inner Lagoon",7.90504,27.384,32.6116,135.73369084375,27.24836,"05:45",2016-08-25
"8",2016-08-25 06:00:00,"Inner Lagoon",7.91062,27.382,32.6088,137.18625809375,27.58552,"06:00",2016-08-25
"9",2016-08-25 06:15:00,"Inner Lagoon",7.90878,27.39,32.639,137.03663109375,27.16534,"06:15",2016-08-25
"10",2016-08-25 06:30:00,"Inner Lagoon",7.91536,27.37,32.6228,139.28416421875,27.12688,"06:30",2016-08-25
"11",2016-08-25 06:45:00,"Inner Lagoon",7.96284,27.752,33.8434,148.43830846875,27.15398,"06:45",2016-08-25
"12",2016-08-25 07:00:00,"Inner Lagoon",7.9665,27.712,33.336,155.91903053125,27.5755,"07:00",2016-08-25
"13",2016-08-25 07:15:00,"Inner Lagoon",7.95904,27.75,33.6994,154.7734399375,27.22728,"07:15",2016-08-25
"14",2016-08-25 07:30:00,"Inner Lagoon",7.9487,27.62,33.214,151.25054990625,27.58282,"07:30",2016-08-25
"15",2016-08-25 07:45:00,"Inner Lagoon",7.96046,27.626,33.066,157.68963071875,27.23436,"07:45",2016-08-25
"16",2016-08-25 08:00:00,"Inner Lagoon",7.94648,27.726,33.7108,151.75617678125,27.5775,"08:00",2016-08-25
"17",2016-08-25 08:15:00,"Inner Lagoon",7.96556,27.67,33.1966,159.21405246875,27.58182,"08:15",2016-08-25
"18",2016-08-25 08:30:00,"Inner Lagoon",7.96186,27.598,32.9796,163.34472028125,27.57842,"08:30",2016-08-25
"19",2016-08-25 08:45:00,"Inner Lagoon",7.96028,27.62,33.0388,161.955183,27.52394,"08:45",2016-08-25
"20",2016-08-25 09:00:00,"Inner Lagoon",7.9485,27.5925,32.9435,159.520513375,27.2587,"09:00",2016-08-25
"21",2016-08-25 09:15:00,"Inner Lagoon",7.96854,27.65,33.1016,163.6891890625,27.24534,"09:15",2016-08-25
"22",2016-08-25 09:30:00,"Inner Lagoon",7.94728,27.644,32.964,161.2211065,27.55698,"09:30",2016-08-25
"23",2016-08-25 09:45:00,"Inner Lagoon",7.94218,27.65,32.8646,160.02680346875,27.4607,"09:45",2016-08-25
"24",2016-08-25 10:00:00,"Inner Lagoon",7.94714,27.702,33.0906,161.044187875,27.25766,"10:00",2016-08-25
"25",2016-08-25 10:15:00,"Inner Lagoon",7.96586,27.758,33.712,161.91327021875,27.2623,"10:15",2016-08-25
"26",2016-08-25 10:30:00,"Inner Lagoon",7.97288,27.74,33.4786,166.6372764375,27.47406,"10:30",2016-08-25
"27",2016-08-25 10:45:00,"Inner Lagoon",7.96298,27.746,33.3052,166.447651125,27.32128,"10:45",2016-08-25
"28",2016-08-25 11:00:00,"Inner Lagoon",7.96894,27.658,33.0492,166.796158,27.35294,"11:00",2016-08-25
"29",2016-08-25 11:15:00,"Inner Lagoon",7.9664,27.786,33.3428,168.839006,27.3125,"11:15",2016-08-25
"30",2016-08-25 11:30:00,"Inner Lagoon",7.9678,27.812,33.411,169.35889790625,27.32252,"11:30",2016-08-25
"31",2016-08-25 11:45:00,"Inner Lagoon",7.96816,27.836,33.234,170.59241928125,27.3667,"11:45",2016-08-25
"32",2016-08-25 12:00:00,"Inner Lagoon",7.97904,27.864,33.1742,176.07431078125,27.76306,"12:00",2016-08-25
"33",2016-08-25 12:15:00,"Inner Lagoon",7.98316,27.946,33.132,180.5674356875,27.45156,"12:15",2016-08-25
"34",2016-08-25 12:30:00,"Inner Lagoon",7.98672,28.07,32.9064,183.4463980625,27.51966,"12:30",2016-08-25
"35",2016-08-25 12:45:00,"Inner Lagoon",7.9888,28.092,32.9072,185.8844848125,27.89448,"12:45",2016-08-25
"36",2016-08-25 13:00:00,"Inner Lagoon",7.98584,28.076,32.9376,185.020518125,27.92648,"13:00",2016-08-25
"37",2016-08-25 13:15:00,"Inner Lagoon",7.98698,28.124,32.9406,183.9959715,27.6757,"13:15",2016-08-25
"38",2016-08-25 13:30:00,"Inner Lagoon",7.99088,28.03,33.0714,184.23955140625,27.59712,"13:30",2016-08-25
"39",2016-08-25 13:45:00,"Inner Lagoon",7.99418,28.052,33.1122,184.67113690625,28.04062,"13:45",2016-08-25
"40",2016-08-25 14:00:00,"Inner Lagoon",7.99476,28.198,32.9798,187.4285551875,27.7977,"14:00",2016-08-25
"41",2016-08-25 14:15:00,"Inner Lagoon",7.99992,28.14,32.9918,187.13298721875,28.13646,"14:15",2016-08-25
"42",2016-08-25 14:30:00,"Inner Lagoon",8.00264,28.11,33.0166,185.62257528125,27.91734,"14:30",2016-08-25
"43",2016-08-25 14:45:00,"Inner Lagoon",8.00538,28.09,33.054,185.26272934375,27.89598,"14:45",2016-08-25
"44",2016-08-25 15:00:00,"Inner Lagoon",8.00366,28.1,33.0918,185.1513998125,27.85298,"15:00",2016-08-25
"45",2016-08-25 15:15:00,"Inner Lagoon",8.00364,28.104,33.1418,185.18130178125,27.7806,"15:15",2016-08-25
"46",2016-08-25 15:30:00,"Inner Lagoon",8.00644,28.14,33.157,186.8417674375,27.76778,"15:30",2016-08-25
"47",2016-08-25 15:45:00,"Inner Lagoon",8.0052,28.442,32.9746,190.42048159375,27.78084,"15:45",2016-08-25
"48",2016-08-25 16:00:00,"Inner Lagoon",8.00636,28.326,33.1106,192.02983146875,28.47776,"16:00",2016-08-25
"49",2016-08-25 16:15:00,"Inner Lagoon",8.00352,28.194,33.2386,190.1728724375,28.72144,"16:15",2016-08-25
"50",2016-08-25 16:30:00,"Inner Lagoon",8.00398,28.198,33.2804,187.94617959375,27.68114,"16:30",2016-08-25
"51",2016-08-25 16:45:00,"Inner Lagoon",8.00486,28.232,33.2292,189.26740284375,27.72418,"16:45",2016-08-25
"52",2016-08-25 17:00:00,"Inner Lagoon",8.0088,28.218,33.2036,189.86657571875,28.31986,"17:00",2016-08-25
"53",2016-08-25 17:15:00,"Inner Lagoon",8.01188,28.188,33.2234,189.09284884375,28.42042,"17:15",2016-08-25
"54",2016-08-25 17:30:00,"Inner Lagoon",8.0108,28.19,33.3116,188.56586696875,28.2452,"17:30",2016-08-25
"55",2016-08-25 17:45:00,"Inner Lagoon",8.0055,28.364,33.1262,188.0285721875,27.66742,"17:45",2016-08-25
"56",2016-08-25 18:00:00,"Inner Lagoon",7.99726,28.3,33.2188,184.6727518125,27.66678,"18:00",2016-08-25
"57",2016-08-25 18:15:00,"Inner Lagoon",7.99898,28.232,33.3512,182.7654804375,27.66186,"18:15",2016-08-25
"58",2016-08-25 18:30:00,"Inner Lagoon",8.00256,28.22,33.288,183.36313365625,28.17172,"18:30",2016-08-25
"59",2016-08-25 18:45:00,"Inner Lagoon",8.00366,28.224,33.3838,183.7731450625,28.51772,"18:45",2016-08-25
"60",2016-08-25 19:00:00,"Inner Lagoon",7.99762,28.372,33.5688,180.8214395625,27.70144,"19:00",2016-08-25
"61",2016-08-25 19:15:00,"Inner Lagoon",7.98936,28.36,33.6268,176.124023375,27.71738,"19:15",2016-08-25
"62",2016-08-25 19:30:00,"Inner Lagoon",7.98496,28.35,33.6722,173.06610709375,28.3006,"19:30",2016-08-25
"63",2016-08-25 19:45:00,"Inner Lagoon",7.9935,28.312,33.3646,178.29455809375,28.3772,"19:45",2016-08-25
"64",2016-08-25 20:00:00,"Inner Lagoon",7.99706,28.408,33.4176,183.240680625,27.79094,"20:00",2016-08-25
"65",2016-08-25 20:15:00,"Inner Lagoon",7.99978,28.184,33.537,181.3953395,27.76492,"20:15",2016-08-25
"66",2016-08-25 20:30:00,"Inner Lagoon",8.0027,28.174,33.5418,181.48224771875,28.31902,"20:30",2016-08-25
"67",2016-08-25 20:45:00,"Inner Lagoon",7.992725,28.22,33.564,178.22366065625,27.69954,"20:45",2016-08-25
"68",2016-08-25 21:00:00,"Inner Lagoon",7.99488,28.26,33.588,178.6406956875,28.35518,"21:00",2016-08-25
"69",2016-08-25 21:15:00,"Inner Lagoon",7.99296,28.22,33.5902,177.4028006875,28.31624,"21:15",2016-08-25
"70",2016-08-25 21:30:00,"Inner Lagoon",7.95894,27.936,33.1394,166.3911316875,27.67622,"21:30",2016-08-25
"71",2016-08-25 21:45:00,"Inner Lagoon",7.92668,27.91,33.063,152.10054471875,27.65528,"21:45",2016-08-25
"72",2016-08-25 22:00:00,"Inner Lagoon",7.91638,27.852,33.0712,145.76548196875,27.66456,"22:00",2016-08-25
"73",2016-08-25 22:15:00,"Inner Lagoon",7.92212,27.774,33.1428,148.2978625,28.29454,"22:15",2016-08-25
"74",2016-08-25 22:30:00,"Inner Lagoon",7.94526,27.832,33.2228,151.63792278125,28.26194,"22:30",2016-08-25
"75",2016-08-25 22:45:00,"Inner Lagoon",7.957275,27.8175,33.191,160.15027340625,28.24504,"22:45",2016-08-25
"76",2016-08-25 23:00:00,"Inner Lagoon",7.93042,27.7,33.205,153.70550325,28.23786,"23:00",2016-08-25
"77",2016-08-25 23:15:00,"Inner Lagoon",7.91722,27.754,33.1606,146.64726090625,28.24214,"23:15",2016-08-25
"78",2016-08-25 23:30:00,"Inner Lagoon",7.92232,27.774,33.4072,146.8237930625,28.1674,"23:30",2016-08-25
"79",2016-08-25 23:45:00,"Inner Lagoon",7.93174,27.732,33.4878,149.71994521875,27.70588,"23:45",2016-08-25
"80",2016-08-26 00:00:00,"Inner Lagoon",7.95336,27.71,33.4288,157.5888748125,28.15976,"00:00",2016-08-26
"81",2016-08-26 00:15:00,"Inner Lagoon",7.959025,27.7575,33.258,161.51867771875,28.16244,"00:15",2016-08-26
"82",2016-08-26 00:30:00,"Inner Lagoon",7.97018,27.634,33.3494,165.326614625,28.21366,"00:30",2016-08-26
"83",2016-08-26 00:45:00,"Inner Lagoon",7.96666,27.646,33.2846,163.8858324375,28.19724,"00:45",2016-08-26
"84",2016-08-26 01:00:00,"Inner Lagoon",7.96418,27.588,33.3296,161.23493365625,27.6482,"01:00",2016-08-26
"85",2016-08-26 01:15:00,"Inner Lagoon",7.96358,27.558,33.348,160.68367,27.65942,"01:15",2016-08-26
"86",2016-08-26 01:30:00,"Inner Lagoon",7.96978,27.57,33.3066,162.29010596875,27.66188,"01:30",2016-08-26
"87",2016-08-26 01:45:00,"Inner Lagoon",7.96586,27.59,33.2876,162.61158171875,27.69312,"01:45",2016-08-26
"88",2016-08-26 02:00:00,"Inner Lagoon",7.9688,27.528,33.3396,162.47490490625,27.65146,"02:00",2016-08-26
"89",2016-08-26 02:15:00,"Inner Lagoon",7.9798,27.688,33.1612,167.881334,27.62596,"02:15",2016-08-26
"90",2016-08-26 02:30:00,"Inner Lagoon",7.9791,27.552,33.2554,166.85498440625,27.50494,"02:30",2016-08-26
"91",2016-08-26 02:45:00,"Inner Lagoon",7.97256,27.482,33.2918,164.32388721875,27.60798,"02:45",2016-08-26
"92",2016-08-26 03:00:00,"Inner Lagoon",7.97952,27.546,33.2232,166.282830125,27.60924,"03:00",2016-08-26
"93",2016-08-26 03:15:00,"Inner Lagoon",7.98802,27.68,33.1398,170.21102146875,27.5988,"03:15",2016-08-26
"94",2016-08-26 03:30:00,"Inner Lagoon",7.98778,27.626,33.1568,172.0891411875,27.5927,"03:30",2016-08-26
"95",2016-08-26 03:45:00,"Inner Lagoon",7.98894,27.602,33.1648,172.10288075,27.90554,"03:45",2016-08-26
"96",2016-08-26 04:00:00,"Inner Lagoon",7.982625,27.535,33.138,170.0074169375,27.92134,"04:00",2016-08-26
"97",2016-08-26 04:15:00,"Inner Lagoon",7.99696,27.648,33.065,174.25616859375,27.5672,"04:15",2016-08-26
"98",2016-08-26 04:30:00,"Inner Lagoon",7.99566,27.596,33.0736,175.03999240625,27.6844,"04:30",2016-08-26
"99",2016-08-26 04:45:00,"Inner Lagoon",7.97798,27.39,33.1624,168.7858565,27.4817,"04:45",2016-08-26
"100",2016-08-26 05:00:00,"Inner Lagoon",7.97258,27.314,33.1666,164.19679678125,27.70428,"05:00",2016-08-26
"101",2016-08-26 05:15:00,"Inner Lagoon",7.95414,27.23,33.1878,156.2342601875,27.7014,"05:15",2016-08-26
"102",2016-08-26 05:30:00,"Inner Lagoon",7.94994,27.242,33.219,153.907516625,27.44104,"05:30",2016-08-26
"103",2016-08-26 05:45:00,"Inner Lagoon",7.9474,27.315,33.302,152.62090921875,27.38486,"05:45",2016-08-26
"104",2016-08-26 06:00:00,"Inner Lagoon",7.93434,27.302,33.3666,148.6931900625,27.38352,"06:00",2016-08-26
"105",2016-08-26 06:15:00,"Inner Lagoon",7.93344,27.4,33.4164,147.77697946875,27.38916,"06:15",2016-08-26
"106",2016-08-26 06:30:00,"Inner Lagoon",7.95128,27.51,33.591,154.56468625,27.70368,"06:30",2016-08-26
"107",2016-08-26 06:45:00,"Inner Lagoon",7.94478,27.492,33.5514,153.78757725,27.64828,"06:45",2016-08-26
"108",2016-08-26 07:00:00,"Inner Lagoon",7.96636,27.48,33.459,159.8416954375,27.71148,"07:00",2016-08-26
"109",2016-08-26 07:15:00,"Inner Lagoon",7.98502,27.542,33.4152,169.38135746875,27.75122,"07:15",2016-08-26
"110",2016-08-26 07:30:00,"Inner Lagoon",7.99288,27.542,33.3982,174.14741184375,27.61896,"07:30",2016-08-26
"111",2016-08-26 07:45:00,"Inner Lagoon",7.99076,27.544,33.431,173.3194939375,27.62604,"07:45",2016-08-26
"112",2016-08-26 08:00:00,"Inner Lagoon",7.9935,27.54,33.3926,174.1728875,27.7021,"08:00",2016-08-26
"113",2016-08-26 08:15:00,"Inner Lagoon",7.99914,27.524,33.3788,177.3921445,27.67086,"08:15",2016-08-26
"114",2016-08-26 08:30:00,"Inner Lagoon",8.00118,27.506,33.413,180.7426504375,27.59722,"08:30",2016-08-26
"115",2016-08-26 08:45:00,"Inner Lagoon",8.00188,27.542,33.463,182.33400184375,27.61874,"08:45",2016-08-26
"116",2016-08-26 09:00:00,"Inner Lagoon",8.00132,27.652,33.6756,181.74062403125,27.59435,"09:00",2016-08-26
"117",2016-08-26 09:15:00,"Inner Lagoon",8.00018,27.586,33.6076,181.6184420625,27.6505,"09:15",2016-08-26
"118",2016-08-26 09:30:00,"Inner Lagoon",7.99918,27.594,33.6154,182.9264779375,27.64548,"09:30",2016-08-26
"119",2016-08-26 09:45:00,"Inner Lagoon",8.0012,27.612,33.6112,184.26883375,27.64932,"09:45",2016-08-26
"120",2016-08-26 10:00:00,"Inner Lagoon",8.0044,27.63,33.5978,186.713058875,27.76772,"10:00",2016-08-26
"121",2016-08-26 10:15:00,"Inner Lagoon",8.00866,27.682,33.6186,190.4723926875,27.75764,"10:15",2016-08-26
"122",2016-08-26 10:30:00,"Inner Lagoon",8.00214,27.68,33.689,187.7352463125,27.74068,"10:30",2016-08-26
"123",2016-08-26 10:45:00,"Inner Lagoon",8.00656,27.724,33.6906,187.52956425,27.7474,"10:45",2016-08-26
"124",2016-08-26 11:00:00,"Inner Lagoon",8.01466,27.798,33.6796,191.86479190625,27.6596,"11:00",2016-08-26
"125",2016-08-26 11:15:00,"Inner Lagoon",8.01044,27.78,33.6992,191.79528271875,27.9163,"11:15",2016-08-26
"126",2016-08-26 11:30:00,"Inner Lagoon",8.01216,27.85,33.7106,192.6575474375,27.91862,"11:30",2016-08-26
"127",2016-08-26 11:45:00,"Inner Lagoon",8.01452,27.858,33.7116,194.0046270625,27.83688,"11:45",2016-08-26
"128",2016-08-26 12:00:00,"Inner Lagoon",8.01212,27.86,33.7116,193.4365496875,27.86608,"12:00",2016-08-26
"129",2016-08-26 12:15:00,"Inner Lagoon",8.00984,27.848,33.7044,192.05962871875,27.94664,"12:15",2016-08-26
"130",2016-08-26 12:30:00,"Inner Lagoon",8.00696,27.82,33.706,190.19066115625,28.07128,"12:30",2016-08-26
"131",2016-08-26 12:45:00,"Inner Lagoon",8.0072,27.832,33.7174,189.259934375,28.09184,"12:45",2016-08-26
"132",2016-08-26 13:00:00,"Inner Lagoon",8.00562,27.876,33.7312,189.62089084375,27.79384,"13:00",2016-08-26
"133",2016-08-26 13:15:00,"Inner Lagoon",8.0076,27.928,33.7548,190.7700146875,27.8053,"13:15",2016-08-26
"134",2016-08-26 13:30:00,"Inner Lagoon",8.00776,28.022,33.7738,192.7497806875,28.029,"13:30",2016-08-26
"135",2016-08-26 13:45:00,"Inner Lagoon",8.00952,28.084,33.7678,194.215004625,28.05268,"13:45",2016-08-26
"136",2016-08-26 14:00:00,"Inner Lagoon",8.00888,28.176,33.771,194.62480928125,28.08838,"14:00",2016-08-26
"137",2016-08-26 14:15:00,"Inner Lagoon",8.01304,28.266,33.7372,197.06525834375,28.13946,"14:15",2016-08-26
"138",2016-08-26 14:30:00,"Inner Lagoon",8.01552,28.35,33.6762,199.48397053125,28.11188,"14:30",2016-08-26
"139",2016-08-26 14:45:00,"Inner Lagoon",8.0186,28.394,33.5462,202.8576318125,28.03594,"14:45",2016-08-26
"140",2016-08-26 15:00:00,"Inner Lagoon",8.0163,28.402,33.536,204.44448159375,28.10026,"15:00",2016-08-26
"141",2016-08-26 15:15:00,"Inner Lagoon",8.01288,28.39,33.628,203.28870871875,28.14332,"15:15",2016-08-26
"142",2016-08-26 15:30:00,"Inner Lagoon",8.0211,28.44,33.467,205.03289446875,28.17922,"15:30",2016-08-26
"143",2016-08-26 15:45:00,"Inner Lagoon",8.01744,28.398,33.6458,204.94022821875,28.44342,"15:45",2016-08-26
"144",2016-08-26 16:00:00,"Inner Lagoon",8.02134,28.43,33.5974,204.75683853125,28.24592,"16:00",2016-08-26
"145",2016-08-26 16:15:00,"Inner Lagoon",8.0275,28.51,33.5225,208.1585213125,28.22568,"16:15",2016-08-26
"146",2016-08-26 16:30:00,"Inner Lagoon",8.02824,28.456,33.5436,210.27463559375,28.2519,"16:30",2016-08-26
"147",2016-08-26 16:45:00,"Inner Lagoon",8.02426,28.418,33.5504,207.8442238125,28.28928,"16:45",2016-08-26
"148",2016-08-26 17:00:00,"Inner Lagoon",8.018475,28.31,33.608,202.67770240625,28.48038,"17:00",2016-08-26
"149",2016-08-26 17:15:00,"Inner Lagoon",8.01494,28.286,33.5646,200.3834104375,28.1886,"17:15",2016-08-26
"150",2016-08-26 17:30:00,"Inner Lagoon",8.01554,28.352,33.4444,201.83501725,28.48464,"17:30",2016-08-26
"151",2016-08-26 17:45:00,"Inner Lagoon",8.0147,28.088,33.3552,198.3225690625,28.4654,"17:45",2016-08-26
"152",2016-08-26 18:00:00,"Inner Lagoon",8.02044,28.032,33.527,196.0207758125,28.40478,"18:00",2016-08-26
"153",2016-08-26 18:15:00,"Inner Lagoon",8.01402,27.93,33.43,192.05586515625,28.23158,"18:15",2016-08-26
"154",2016-08-26 18:30:00,"Inner Lagoon",8.00858,27.858,33.4158,188.98447396875,28.22174,"18:30",2016-08-26
"155",2016-08-26 18:45:00,"Inner Lagoon",7.9996,27.776,33.4852,187.0516854375,28.2125,"18:45",2016-08-26
"156",2016-08-26 19:00:00,"Inner Lagoon",7.99982,27.964,33.2882,184.344707625,28.14956,"19:00",2016-08-26
"157",2016-08-26 19:15:00,"Inner Lagoon",7.9841,27.672,33.377,181.0236584375,28.35844,"19:15",2016-08-26
"158",2016-08-26 19:30:00,"Inner Lagoon",7.9921,27.674,33.2958,179.1508978125,28.35266,"19:30",2016-08-26
"159",2016-08-26 19:45:00,"Inner Lagoon",7.98698,27.608,33.3496,176.078389375,27.97108,"19:45",2016-08-26
"160",2016-08-26 20:00:00,"Inner Lagoon",7.9917,27.4775,33.39975,173.201787,27.91874,"20:00",2016-08-26
"161",2016-08-26 20:15:00,"Inner Lagoon",7.99628,27.678,33.2492,177.67397446875,27.8915,"20:15",2016-08-26
"162",2016-08-26 20:30:00,"Inner Lagoon",7.99748,27.564,33.2848,180.5618835,27.88784,"20:30",2016-08-26
"163",2016-08-26 20:45:00,"Inner Lagoon",7.99184,27.468,33.3358,177.98462575,27.88674,"20:45",2016-08-26
"164",2016-08-26 21:00:00,"Inner Lagoon",7.9957,27.59,33.2466,177.22352696875,27.87736,"21:00",2016-08-26
"165",2016-08-26 21:15:00,"Inner Lagoon",7.9976,27.584,33.2244,179.65028078125,27.86442,"21:15",2016-08-26
"166",2016-08-26 21:30:00,"Inner Lagoon",7.96916,27.372,33.3174,166.703559625,27.84104,"21:30",2016-08-26
"167",2016-08-26 21:45:00,"Inner Lagoon",7.96418,27.46,33.4262,163.30623534375,27.90624,"21:45",2016-08-26
"168",2016-08-26 22:00:00,"Inner Lagoon",7.9597,27.402,33.3708,161.61859146875,27.76078,"22:00",2016-08-26
"169",2016-08-26 22:15:00,"Inner Lagoon",7.95726,27.422,33.3732,160.5293653125,27.72334,"22:15",2016-08-26
"170",2016-08-26 22:30:00,"Inner Lagoon",7.9617,27.712,33.7386,160.9335200625,27.71578,"22:30",2016-08-26
"171",2016-08-26 22:45:00,"Inner Lagoon",7.97902,27.748,33.7264,170.42363575,27.815675,"22:45",2016-08-26
"172",2016-08-26 23:00:00,"Inner Lagoon",7.96335,27.585,33.53525,166.605691375,27.67426,"23:00",2016-08-26
"173",2016-08-26 23:15:00,"Inner Lagoon",7.96012,27.44,33.345,162.8630424375,27.65784,"23:15",2016-08-26
"174",2016-08-26 23:30:00,"Inner Lagoon",7.95848,27.458,33.3662,161.79116365625,27.61988,"23:30",2016-08-26
"175",2016-08-26 23:45:00,"Inner Lagoon",7.95616,27.37,33.2922,160.03810484375,27.6063,"23:45",2016-08-26
"176",2016-08-27 00:00:00,"Inner Lagoon",7.9596,27.43,33.3836,160.92240990625,27.61652,"00:00",2016-08-27
"177",2016-08-27 00:15:00,"Inner Lagoon",7.96394,27.358,33.3092,162.55064328125,27.61818,"00:15",2016-08-27
"178",2016-08-27 00:30:00,"Inner Lagoon",7.96354,27.332,33.3196,163.465058875,27.61362,"00:30",2016-08-27
"179",2016-08-27 00:45:00,"Inner Lagoon",7.96306,27.29,33.2814,162.49010446875,27.62368,"00:45",2016-08-27
"180",2016-08-27 01:00:00,"Inner Lagoon",7.9667,27.24,33.2458,163.30419221875,27.58694,"01:00",2016-08-27
"181",2016-08-27 01:15:00,"Inner Lagoon",7.96886,27.128,33.0812,164.50147328125,27.65734,"01:15",2016-08-27
"182",2016-08-27 01:30:00,"Inner Lagoon",7.97674,27.264,32.6254,168.24820628125,27.67086,"01:30",2016-08-27
"183",2016-08-27 01:45:00,"Inner Lagoon",7.96914,27.35,33.3726,171.2009963125,27.5924,"01:45",2016-08-27
"184",2016-08-27 02:00:00,"Inner Lagoon",7.95894,27.484,33.5514,159.22342809375,27.529,"02:00",2016-08-27
"185",2016-08-27 02:15:00,"Inner Lagoon",7.96424,27.584,33.7532,159.138039125,27.64582,"02:15",2016-08-27
"186",2016-08-27 02:30:00,"Inner Lagoon",7.93924,27.398,33.2014,151.7515791875,27.64694,"02:30",2016-08-27
"187",2016-08-27 02:45:00,"Inner Lagoon",7.93978,27.404,33.1546,149.129257875,27.61964,"02:45",2016-08-27
"188",2016-08-27 03:00:00,"Inner Lagoon",7.95694,27.304,33.048,157.2178681875,27.54392,"03:00",2016-08-27
"189",2016-08-27 03:15:00,"Inner Lagoon",7.9499,27.406,33.2462,156.8644458125,27.67846,"03:15",2016-08-27
"190",2016-08-27 03:30:00,"Inner Lagoon",7.96092,27.846,34.1474,155.35564453125,27.56274,"03:30",2016-08-27
"191",2016-08-27 03:45:00,"Inner Lagoon",7.94876,27.354,33.092,155.261371375,27.60366,"03:45",2016-08-27
"192",2016-08-27 04:00:00,"Inner Lagoon",7.95118,27.352,33.132,156.81965234375,27.54458,"04:00",2016-08-27
"193",2016-08-27 04:15:00,"Inner Lagoon",7.92944,27.658,33.7804,146.864235875,27.52692,"04:15",2016-08-27
"194",2016-08-27 04:30:00,"Inner Lagoon",7.96092,27.404,33.4192,156.0221273125,27.59672,"04:30",2016-08-27
"195",2016-08-27 04:45:00,"Inner Lagoon",7.97646,27.42,33.431,168.74467503125,27.39274,"04:45",2016-08-27
"196",2016-08-27 05:00:00,"Inner Lagoon",7.9615,27.744,33.9474,161.64540440625,27.3154,"05:00",2016-08-27
"197",2016-08-27 05:15:00,"Inner Lagoon",7.9782,27.846,34.0702,165.25869640625,27.38816,"05:15",2016-08-27
"198",2016-08-27 05:30:00,"Inner Lagoon",7.95228,27.766,33.9682,159.09843775,27.34784,"05:30",2016-08-27
"199",2016-08-27 05:45:00,"Inner Lagoon",7.97218,27.886,34.0696,164.0951530625,27.3136,"05:45",2016-08-27
"200",2016-08-27 06:00:00,"Inner Lagoon",7.96316,27.88,34.1314,163.08637171875,27.30406,"06:00",2016-08-27
"201",2016-08-27 06:15:00,"Inner Lagoon",7.98338,27.908,34.085,168.9405611875,27.26684,"06:15",2016-08-27
"202",2016-08-27 06:30:00,"Inner Lagoon",7.98352,27.906,34.0794,170.649883,27.25478,"06:30",2016-08-27
"203",2016-08-27 06:45:00,"Inner Lagoon",7.97898,27.89,34.0776,171.897669875,27.24686,"06:45",2016-08-27
"204",2016-08-27 07:00:00,"Inner Lagoon",7.96094,27.906,34.1364,162.7565466875,27.24612,"07:00",2016-08-27
"205",2016-08-27 07:15:00,"Inner Lagoon",7.9598,27.92,34.1272,159.583691625,27.26978,"07:15",2016-08-27
"206",2016-08-27 07:30:00,"Inner Lagoon",7.96262,27.714,33.7978,162.5607303125,27.28506,"07:30",2016-08-27
"207",2016-08-27 07:45:00,"Inner Lagoon",7.95822,27.548,33.5446,161.58060734375,27.54458,"07:45",2016-08-27
"208",2016-08-27 08:00:00,"Inner Lagoon",7.96,27.652,33.6782,164.10943375,27.53986,"08:00",2016-08-27
"209",2016-08-27 08:15:00,"Inner Lagoon",7.97808,27.548,33.505,171.25842253125,27.52528,"08:15",2016-08-27
"210",2016-08-27 08:30:00,"Inner Lagoon",7.980075,27.65,33.6735,173.487285875,27.38094,"08:30",2016-08-27
"211",2016-08-27 08:45:00,"Inner Lagoon",7.98706,27.82,33.8166,175.12020128125,27.40418,"08:45",2016-08-27
"212",2016-08-27 09:00:00,"Inner Lagoon",7.99306,27.68,33.7056,178.87996303125,27.65138,"09:00",2016-08-27
"213",2016-08-27 09:15:00,"Inner Lagoon",7.9967,27.888,34.002,180.78845528125,27.58394,"09:15",2016-08-27
"214",2016-08-27 09:30:00,"Inner Lagoon",7.99732,27.768,33.797,181.2898565625,27.59426,"09:30",2016-08-27
"215",2016-08-27 09:45:00,"Inner Lagoon",7.99956,27.694,33.7544,183.15729490625,27.49926,"09:45",2016-08-27
"216",2016-08-27 10:00:00,"Inner Lagoon",8.01052,27.464,33.5576,192.12671734375,27.62934,"10:00",2016-08-27
"217",2016-08-27 10:15:00,"Inner Lagoon",8.00452,27.688,33.7304,190.80885909375,27.67944,"10:15",2016-08-27
"218",2016-08-27 10:30:00,"Inner Lagoon",8.00084,27.79,33.8602,185.058760625,27.6382,"10:30",2016-08-27
"219",2016-08-27 10:45:00,"Inner Lagoon",8.00202,27.756,33.7944,187.11272278125,27.68228,"10:45",2016-08-27
