FragID,Parent,Origin,Transplant,Species,Rack,Timepoint,AFDW,SA,BM,BWg.d,BWx,BWx.d,BWg.dSA,BWg.dAFDW,BWx.dSA,BWx.dAFDW,LE,NP,R,GP,GPSA,GPAFDW,NPSA,NPAFDW,RSA,RAFDW,P_RSA,P_RAFDW,F0,FM,Yield,PercentLipids,TotalLipids,PropLipids,Final.prey.SA,Extension,Angle,Simpson
1249,65,Inner Bay,Inner Bay,PCOM,PHY3,3,175.111111,27.60199,6.344148049,0.034933919,39.80716387,0.414657957,0.00126563,0.000199496,0.015022756,0.002367971,0.01457732,0.403782579,0.249571063,0.653353642,0.023670527,0.00373108,0.014628749,0.002305865,0.009041778,0.001425215,2.617906235,2.617906235,NA,NA,NA,,,,8.1153569,,,
1250,65,Inner Bay,Outer Bay,PCOM,PHY7,3,199.461111,22.1407,9.008798773,0.022303117,14.19254608,0.144821899,0.001007336,0.000111817,0.006540981,0.000726066,0.006752577,0.830501565,0.280063259,1.110564824,0.050159427,0.005567826,0.037510177,0.004163727,0.01264925,0.0014041,3.965407058,3.965407058,NA,NA,NA,,,,,,,
1251,65,Inner Bay,Inner Bay,PCOM,PHY3,3,204.75,20.09653,10.18832604,0.029400778,29.74782295,0.309873156,0.001462978,0.000143594,0.015419237,0.001513422,0.009226804,0.408360336,0.223735383,0.632095719,0.031452978,0.003087159,0.020319943,0.001994434,0.011133036,0.001092725,2.825193362,2.825193362,NA,NA,NA,,,,,,,
1254,65,Inner Bay,Inner Bay,PCOM,PHY3,3,173.550001,22.53733,7.700557298,0.021866915,18.7388755,0.19519662,0.000970253,0.000125998,0.008661036,0.001124728,0.007729167,0.338890169,0.202948993,0.541839162,0.024041852,0.003122093,0.015036838,0.001952695,0.009005015,0.001169398,2.669829271,2.669829271,NA,NA,NA,,,,,,,
1257,65,Inner Bay,Inner Bay,PCOM,PHY4,3,,,,0.017709475,19.84143844,0.192635325,0.000453389,NA,0.004931756,NA,0.01,,,,,,,,,,,,380,1117,659,,,,,,,
1267,65,Inner Bay,Inner Bay,PCOM,PHY3,3,339.533334,21.85594,15.53505976,0.029135265,30.33431002,0.315982396,0.001333059,8.58E-05,0.014457507,0.000930637,0.003805825,0.398741026,0.199158374,0.5978994,0.02735638,0.001760945,0.018244057,0.00117438,0.009112323,0.000586565,3.002130355,3.002130355,NA,NA,NA,,,,,,,
1270,65,Inner Bay,Outer Bay,PCOM,PHY7,3,195.222222,32.96497,5.92211132,0.066854266,43.54618192,0.444348795,0.00202804,0.000342452,0.013479424,0.002276118,0.01228866,0.501608044,0.280496835,0.782104879,0.023725333,0.004006229,0.015216396,0.002569421,0.008508936,0.001436808,2.788284149,2.788284149,NA,NA,NA,,,,9.141016459,,,
1277,65,Inner Bay,Inner Bay,PCOM,PHY4,3,,,,0.015388605,7.280402753,0.070683522,0.000526115,0.000176881,0.002416569,0.000812454,0.01914433,,,,,,,,,,,,387,1183,672,,,,,,,
1280,65,Inner Bay,Inner Bay,PCOM,PHY4,3,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,NA,NA,NA,,,,,,,
1289,65,Inner Bay,Outer Bay,PCOM,PHY8,3,,,,0.071461962,58.07463472,0.558409949,0.001296193,0.000206786,0.010128566,0.001615847,0.016692308,,,,,,,,,,,,579,1623,643,,,,,,,
1299,65,Inner Bay,Inner Bay,PCOM,PHY4,3,,,,0.002995268,6.997811403,0.067939917,0.000297979,5.18E-05,0.006758873,0.001174415,0.002067961,,,,,,,,,,,,737,2058,643,,,,,,,
1301,65,Inner Bay,Outer Bay,PCOM,PHY8,3,,,,0.021655423,22.46695516,0.216028415,0.000748962,0.000121812,0.007471433,0.00121516,0.010557692,,,,,,,,,,,,517,1423,636,,,,,,,
1302,65,Inner Bay,Outer Bay,PCOM,PHY7,3,332.5,47.81995,6.953164945,0.076954793,34.64454392,0.353515754,0.001609261,0.000231443,0.007392642,0.001063205,0.011375,0.946609769,0.471435425,1.418045194,0.029653841,0.004264798,0.01979529,0.002846947,0.009858551,0.001417851,3.007930925,3.007930925,NA,NA,NA,,,,,,,
1305,65,Inner Bay,Inner Bay,PCOM,PHY3,3,88.933333,16.09633,5.525068944,0.023213085,33.69168354,0.350955037,0.001442135,0.000261017,0.02180342,0.003946271,NA,0.340997868,0.161854792,0.50285266,0.031240206,0.005654265,0.021184821,0.003834309,0.010055385,0.001819956,3.106813544,3.106813544,NA,NA,NA,,,,,,,
1308,65,Inner Bay,Outer Bay,PCOM,PHY7,3,220.111112,29.81227,7.383238915,0.050702374,35.53820885,0.362634784,0.001700722,0.000230349,0.012163944,0.001647508,0.011639175,1.003983631,0.428623347,1.432606978,0.048054274,0.006508563,0.03367686,0.004561258,0.014377414,0.001947304,3.342344714,3.342344714,NA,NA,NA,,,,,,,
1309,65,Inner Bay,Outer Bay,PCOM,PHY8,3,,,,0.10636981,56.51652251,0.543428101,0.001328533,0.000190362,0.006787283,0.00097253,0.018479592,,,,,,,,,,,,399,497,666,,,,,,,
1311,65,Inner Bay,Outer Bay,PCOM,PHY8,3,,,,0.040686021,67.61336092,0.65012847,0.001886129,0.000151697,0.030138753,0.002423993,0.009105769,,,,,,,,,,,,NA,NA,NA,,,,,,,
1318,65,Inner Bay,Outer Bay,PCOM,PHY8,3,,,,0.046228768,56.90202751,0.54713488,0.001307939,0.000163487,0.015479948,0.001934934,0.009519231,,,,,,,,,,,,476,1383,655,,,,,,,
1321,152,Inner Bay,Inner Bay,PCOM,PHY4,3,,,,0.031892051,23.7475204,0.23055845,0.000878469,0.000194464,0.006350752,0.001405844,0.006446602,,,,,,,,,,,,374,1232,696,,,,,,,
1322,152,Inner Bay,Inner Bay,PCOM,PHY4,3,,,,0.035013283,36.69055389,0.35621897,0.001219096,0.000156465,0.012402869,0.001591842,0.013796117,,,,,,,,,,,,589,1695,652,,,,,,,
1325,152,Inner Bay,Outer Bay,PCOM,PHY8,3,,,,0.096551984,104.5376989,1.005170182,0.001900892,0.000213558,0.019789549,0.002223281,0.019528846,,,,,,,,,,,,414,1435,711,,,,,,,
1326,152,Inner Bay,Inner Bay,PCOM,PHY4,3,,,,0.034912333,27.21628611,0.264235787,0.001139836,0.000314101,0.008626907,0.00237729,0.010446602,,,,,,,,,,,,516,1458,646,,,,,,,
1332,152,Inner Bay,Outer Bay,PCOM,PHY7,3,412,46.27072,8.904119063,0.100489006,73.79770436,0.7530378,0.002171762,0.000243905,0.016274607,0.001827762,0.009788462,1.323105216,0.616566361,1.939671577,0.041920065,0.004707941,0.02859487,0.00321142,0.013325195,0.00149652,3.145925077,3.145925077,NA,NA,NA,,,,,,,
1340,152,Inner Bay,Inner Bay,PCOM,PHY3,3,174,22.3102,7.799123271,0.022946633,33.21312007,0.345970001,0.001028527,0.000131877,0.015507257,0.001988333,0.009453608,0.265592623,0.179520328,0.445112951,0.019951096,0.00255812,0.011904538,0.001526394,0.008046558,0.001031726,2.479457095,2.479457095,NA,NA,NA,,,,,,,
1341,152,Inner Bay,Outer Bay,PCOM,PHY7,3,211.377778,23.75095,8.899760978,0.041496265,49.8635819,0.50881206,0.001747141,0.000196313,0.021422809,0.002407122,0.007082474,0.693342896,0.236786194,0.93012909,0.039161764,0.004400316,0.029192217,0.003280113,0.009969546,0.001120204,3.928139028,3.928139028,NA,NA,NA,,,,,,,
1348,152,Inner Bay,Inner Bay,PCOM,PHY3,3,215,29.90719,7.188906748,0.038327198,43.04310603,0.448365688,0.001281538,0.000178266,0.014991903,0.002085422,0.014659794,0.490264562,0.226598254,0.716862816,0.023969581,0.003334246,0.016392866,0.0022803,0.007576715,0.001053945,3.163584906,3.163584906,NA,NA,NA,,,,,,,
1350,152,Inner Bay,Inner Bay,PCOM,PHY4,3,,,,0.014192603,23.94503781,0.232476095,0.000652813,0.000187005,0.010693138,0.00306315,0.011604167,,,,,,,,,,,,703,1953,640,,,,,,,
1353,152,Inner Bay,Outer Bay,PCOM,PHY8,3,,,,0.041068705,46.98059889,0.451736528,0.000905486,0.000128877,0.009959924,0.001417583,0.008211538,,,,,,,,,,,,568,1613,647,,,,,,,
1356,152,Inner Bay,Outer Bay,PCOM,PHY7,3,179.783333,22.9882,7.820679001,0.042647024,57.92587142,0.591080321,0.00185517,0.000237213,0.025712336,0.003287737,0.007913462,0.580870407,0.275855749,0.856726156,0.037268083,0.004765326,0.025268199,0.003230947,0.011999885,0.001534379,3.105703467,3.105703467,NA,NA,NA,,,,,,,
1357,152,Inner Bay,Outer Bay,PCOM,PHY8,3,,,,0.036209087,39.29731795,0.377858826,0.001149353,0.000151608,0.011994041,0.001582103,0.004204082,,,,,,,,,,,,495,1310,622,,,,,,,
1358,152,Inner Bay,Outer Bay,PCOM,PHY8,3,,,,0.061054181,97.46515364,0.937164939,0.001292975,0.000170185,0.019846813,0.002612286,0.012423077,,,,,,,,,,,,431,1334,676,,,,,,,
1361,152,Inner Bay,Inner Bay,PCOM,PHY3,3,224.861111,29.96482,7.504170257,0.044863474,46.19543695,0.481202468,0.001497205,0.000199516,0.016058914,0.002139999,0.00431068,0.380648685,0.182490382,0.563139067,0.018793341,0.002504386,0.012703186,0.001692817,0.006090154,0.000811569,3.085856147,3.085856147,NA,NA,NA,,,,7.60892273,,,
1376,152,Inner Bay,Outer Bay,PCOM,PHY8,3,,,,0.062458437,42.06235682,0.404445739,0.00161813,0.000665632,0.0104781,0.004310257,0.011257732,,,,,,,,,,,,536,1438,631,,,,,,,
1377,152,Inner Bay,Outer Bay,PCOM,PHY7,3,163.1,23.82214,6.846572138,0.049141838,78.72393484,0.803305458,0.002062864,0.000301299,0.033720961,0.004925233,0.017019231,0.779250884,0.312139739,1.091390623,0.04581413,0.006691543,0.032711204,0.004777749,0.013102926,0.001913794,3.49648086,3.49648086,NA,NA,NA,,,,,,,
1380,152,Inner Bay,Inner Bay,PCOM,PHY3,3,204.8,23.18143,8.834657741,0.037700712,41.36475283,0.430882842,0.001626332,0.000184086,0.018587414,0.00210392,0.006680412,0.295887373,0.175176729,0.471064102,0.020320753,0.002300118,0.012763983,0.001444763,0.00755677,0.000855355,2.689079221,2.689079221,NA,NA,NA,,,,,,,
1391,152,Inner Bay,Outer Bay,PCOM,PHY7,3,233,37.09399,6.281340994,0.058040147,50.03784819,0.510590288,0.001564678,0.000249099,0.013764771,0.002191375,0.003587629,0.620331543,0.371660959,0.991992502,0.026742675,0.004257479,0.016723236,0.002662367,0.010019439,0.001595111,2.669079111,2.669079111,NA,NA,NA,,,,8.069591148,,,
1393,152,Inner Bay,Inner Bay,PCOM,PHY3,3,286.65,27.47656,10.43252867,0.048206826,46.04638241,0.479649817,0.001754471,0.000168173,0.017456691,0.001673294,0.00857732,0.582526997,0.291565575,0.874092572,0.0318123,0.003049337,0.021200871,0.002032189,0.010611429,0.001017148,2.9979279,2.9979279,NA,NA,NA,,,,,,,
1394,152,Inner Bay,Inner Bay,PCOM,PHY4,3,,,,0.067356896,62.75886713,0.60930939,0.001957338,NA,0.017706048,NA,0.013416667,,,,,,,,,,,,557,1770,685,,,,,,,
1402,51,Outer Bay,Inner Bay,MCAP,PHY1,3,167.472082,19.36429,8.648501029,0.001539535,4.821203452,0.05074951,7.95E-05,9.19E-06,0.002620778,0.000303033,0.002184466,0.223179081,0.108368887,0.331547968,0.017121618,0.001979721,0.011525291,0.001332635,0.005596326,0.000647086,3.059438711,3.059438711,NA,NA,NA,,,,,,,
1403,51,Outer Bay,Outer Bay,MCAP,PHY6,3,,,,0.018590013,24.90086674,0.27978502,0.000976425,0.000130916,0.014695479,0.001970317,0.003125,,,,,,,,,,,,257,676,619,,,,,,,
1406,51,Outer Bay,Outer Bay,MCAP,PHY6,3,,,,0.016985501,21.16501646,0.237809174,0.000543896,0.000110583,0.00761494,0.001548237,0.004595506,,,,,,,,,,,,257,736,650,,,,,,,
1419,51,Outer Bay,Inner Bay,MCAP,PHY2,3,,,,0.039075484,49.22334668,0.559356212,0.000563262,0.00012106,0.008062958,0.001732945,0.004693182,,,,,,,,,,,,263,787,665,,,,,,,
1420,51,Outer Bay,Outer Bay,MCAP,PHY5,3,392.600001,45.65713,8.598876035,0.026545647,37.78412596,0.397727642,0.000581413,6.76E-05,0.008711184,0.001013061,0.018202247,0.857111229,0.372399747,1.229510976,0.026929222,0.003131714,0.018772779,0.002183167,0.008156442,0.000948547,3.301589182,3.301589182,NA,NA,NA,,,,,,,
1438,51,Outer Bay,Outer Bay,MCAP,PHY5,3,347.388889,46.75888,7.429367192,0.039024402,43.44608675,0.457327229,0.000834588,0.000112336,0.009780543,0.001316471,0.011084211,1.015966012,0.406302587,1.422268599,0.03041708,0.004094168,0.021727766,0.002924578,0.008689314,0.00116959,3.500515735,3.500515735,NA,NA,NA,,,,6.48718133,,,
1445,51,Outer Bay,Inner Bay,MCAP,PHY1,3,1074.615383,49.13188,21.8720591,0.061296313,80.77253771,0.850237239,0.001247587,5.70E-05,0.017305205,0.000791201,0.020819149,0.791439055,0.293010647,1.084449702,0.022072221,0.001009151,0.016108463,0.000736486,0.005963758,0.000272666,3.701059034,3.701059034,NA,NA,NA,,,,,,,
1448,51,Outer Bay,Inner Bay,MCAP,PHY2,3,,,,0.024418883,46.66945488,0.530334715,0.000751651,0.000133356,0.016324531,0.002896245,0.009652632,,,,,,,,,,,,362,638,432,,,,,,,
1449,51,Outer Bay,Inner Bay,MCAP,PHY2,3,,,,0.039098032,71.04103352,0.807284472,0.000696787,8.73E-05,0.014387048,0.00180231,0.009511364,,,,,,,,,,,,324,986,671,,,,,,,
1450,51,Outer Bay,Outer Bay,MCAP,PHY5,3,201.25,38.32456,5.25120184,0.044114756,67.12890725,0.706620076,0.001151083,0.000219204,0.018437787,0.003511156,0.020719101,0.705109089,0.350238524,1.055347613,0.02753711,0.005243963,0.018398361,0.003503648,0.009138749,0.001740316,3.01322539,3.01322539,NA,NA,NA,,,,,,,
1452,51,Outer Bay,Inner Bay,MCAP,PHY2,3,,,,0.035769343,72.71121027,0.826263753,0.000558508,0.000101473,0.012901403,0.002344011,0.012042553,,,,,,,,,,,,326,988,670,,,,,,,
1456,51,Outer Bay,Outer Bay,MCAP,PHY6,3,,,,NA,NA,NA,NA,NA,NA,NA,0.002876404,,,,,,,,,,,,340,788,568,,,,,,,
1456,51,Outer Bay,Outer Bay,MCAP,PHY6,3,,,,0.035001276,40.21273225,0.451828452,0.000793538,0.00018169,0.010243708,0.00234542,0.002876404,,,,,,,,,,,,340,788,568,,,,,,,
1458,51,Outer Bay,Inner Bay,MCAP,PHY1,3,198.875675,29.36818,6.771807957,0.029325289,77.28350145,0.813510542,0.00099854,0.000147455,0.027700407,0.004090548,0.0165,0.592588798,0.132946783,0.725535581,0.024704819,0.003648187,0.02017792,0.002979695,0.004526899,0.000668492,5.457338377,5.457338377,NA,NA,NA,,,,,,,
1459,51,Outer Bay,Inner Bay,MCAP,PHY2,3,,,,0.035692149,30.68690247,0.348714801,0.000606413,0.000101574,0.005924701,0.00099239,0.003621053,,,,,,,,,,,,249,739,663,,,,,,,
1460,51,Outer Bay,Outer Bay,MCAP,PHY6,3,,,,0.083425667,89.19975763,1.002244468,NA,NA,NA,NA,0.012876404,,,,,,,,,,,,322,1088,704,,,,,,,
1464,51,Outer Bay,Outer Bay,MCAP,PHY5,3,421.333332,69.42781,6.068653642,0.061086925,76.32557603,0.803427116,0.000879862,0.000144985,0.011572122,0.001906868,0.011932584,1.220670563,0.542826887,1.76349745,0.025400448,0.004185516,0.017581868,0.002897161,0.00781858,0.001288355,3.248729,3.248729,NA,NA,NA,,,,,,,
1468,51,Outer Bay,Outer Bay,MCAP,PHY5,3,473.8,67.85146,6.982900589,0.059143646,54.19694395,0.570494147,0.000871664,0.000124828,0.008407986,0.001204082,0.0156,1.651079719,0.729842521,2.38092224,0.035090214,0.005025163,0.024333739,0.003484761,0.010756475,0.001540402,3.262241061,3.262241061,NA,NA,NA,,,,,,,
1470,51,Outer Bay,Outer Bay,MCAP,PHY6,3,,,,0.012764414,10.89376647,0.12240187,0.00128545,0.000244113,0.012326572,0.002340877,0.006557895,,,,,,,,,,,,391,995,607,,,,,,,
1473,51,Outer Bay,Inner Bay,MCAP,PHY1,3,358.443244,76.02814,4.714612826,0.070674715,72.815343,0.766477295,0.000929586,0.000197171,0.010081495,0.002138351,0.015261364,0.384359919,0.169976558,0.554336477,0.007291201,0.001546511,0.005055495,0.001072303,0.002235706,0.000474208,3.261252513,3.261252513,NA,NA,NA,,,,2.946277523,,,
1486,60,Outer Bay,Outer Bay,PCOM,PHY8,3,,,,NA,NA,NA,NA,NA,NA,NA,0.01059375,,,,,,,,,,,,404,1049,614,,,,,,,
1491,60,Outer Bay,Outer Bay,PCOM,PHY7,3,144.333333,22.86616,6.312093198,0.036908484,81.63582248,0.833018597,0.001614109,0.000255717,0.036430192,0.005771491,0.012673077,0.8877156,0.366771469,1.254487069,0.054862166,0.008691596,0.038822242,0.006150455,0.016039924,0.002541142,3.42035075,3.42035075,NA,NA,NA,,,,,,,
1493,60,Outer Bay,Inner Bay,PCOM,PHY3,3,123.888889,17.60149,7.038545544,0.022731233,54.16311838,0.56419915,0.001291438,0.000183481,0.032054056,0.004554074,0.010226804,0.421784564,0.156565898,0.578350462,0.03285804,0.0046683,0.023963003,0.003404539,0.008895037,0.001263761,3.693974674,3.693974674,NA,NA,NA,,,,,,,
1504,60,Outer Bay,Outer Bay,PCOM,PHY8,3,,,,0.11991569,79.05727289,0.760166086,0.001167238,0.000171033,0.007399322,0.001084205,0.016876289,,,,,,,,,,,,636,1849,656,,,,,,,
1514,60,Outer Bay,Inner Bay,PCOM,PHY3,3,320.833333,30.32077,10.58130559,0.053113152,58.30712008,0.607365834,0.001751709,0.000165547,0.020031346,0.001893088,0.00607767,1.072356914,0.438735071,1.511091985,0.049836861,0.004709897,0.035367074,0.003342411,0.014469787,0.001367486,3.444201489,3.444201489,NA,NA,NA,,,,,,,
1523,60,Outer Bay,Outer Bay,PCOM,PHY8,3,,,,0.032041941,37.23779546,0.358055726,0.001340281,0.000194115,0.014977093,0.002169158,0.00757732,,,,,,,,,,,,610,1816,664,,,,,,,
1526,60,Outer Bay,Inner Bay,PCOM,PHY3,3,183,24.20521,7.560355808,0.048456314,52.37178439,0.545539421,0.002001896,0.000264789,0.022538099,0.00298109,0.00561165,0.676731806,0.237110253,0.913842059,0.037753941,0.004993672,0.027958105,0.003697988,0.009795835,0.001295684,3.854080739,3.854080739,NA,NA,NA,,,,9.419459695,,,
1530,60,Outer Bay,Outer Bay,PCOM,PHY8,3,,,,0.051580665,127.4561897,1.225540286,0.0013646,0.000186234,0.032422464,0.004424866,0.015082474,,,,,,,,,,,,488,1580,691,,,,,,,
1531,60,Outer Bay,Outer Bay,PCOM,PHY8,3,,,,0.028311494,22.47909269,0.216145122,0.00151647,0.000155672,0.011577545,0.001188481,0.012932692,,,,,,,,,,,,668,1614,623,,,,,,,
1533,60,Outer Bay,Inner Bay,PCOM,PH4,3,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,NA,NA,NA,,,,,,,
1534,60,Outer Bay,Inner Bay,PCOM,PHY3,3,130.144444,18.68968,6.96343886,0.029671847,67.9276717,0.707579914,0.001587606,0.000227992,0.037859392,0.005436881,0.011116505,0.416224314,0.177789411,0.594013725,0.03178298,0.004564265,0.022270275,0.003198172,0.009512705,0.001366093,3.341108571,3.341108571,NA,NA,NA,,,,,,,
1535,60,Outer Bay,Outer Bay,PCOM,PHY7,3,423.577778,76.52647,5.535049219,0.117222282,60.0866352,0.613128931,0.001531787,0.000276743,0.008011985,0.0014475,0.010690722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,
1539,60,Outer Bay,Inner Bay,PCOM,PHY4,3,,,,0.01673457,11.7282552,0.113866555,0.000748153,0.000333579,0.005090639,0.002269765,0.00614433,,,,,,,,,,,,681,1491,543,,,,,,,
1542,60,Outer Bay,Inner Bay,PCOM,PHY3,3,160.416666,22.06612,7.26981753,0.025161243,49.4352331,0.514950345,0.001140266,0.000156849,0.023336696,0.00321008,0.008135922,0.512086101,0.216998319,0.72908442,0.033040898,0.004544942,0.023206894,0.003192225,0.009834004,0.001352717,3.359862064,3.359862064,NA,NA,NA,,,,,,,
1554,60,Outer Bay,Outer Bay,PCOM,PHY7,3,179.027778,24.13402,7.418067027,0.049442234,70.98084302,0.724294317,0.002048653,0.000276171,0.030011342,0.004045709,0.009814433,,,,,,,,,,,,NA,NA,NA,,,,,,,
1555,60,Outer Bay,Inner Bay,PCOM,PHY4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,NA,NA,NA,,,,,,,
1558,60,Outer Bay,Outer Bay,PCOM,PHY7,3,146.944445,20.93725,7.01832595,0.021328263,29.31391565,0.299121588,0.001018675,0.000145145,0.014286575,0.00203561,0.004663265,0.528028099,0.21946557,0.747493669,0.035701616,0.005086913,0.025219554,0.003593386,0.010482063,0.001493528,3.405972376,3.405972376,NA,NA,NA,,,,14.48773518,,,
1563,48,Outer Bay,Inner Bay,PCOM,PHY4,3,,,,0.010226797,21.59741789,0.209683669,0.000644719,9.15E-05,0.013218895,0.001875432,0.004731959,,,,,,,,,,,,555,1696,672,,,,,,,
1571,48,Outer Bay,Outer Bay,PCOM,PHY8,3,,,,0.081736543,45.04775616,0.433151502,0.001122167,0.000501964,0.005946767,0.002660091,0.016432692,,,,,,,,,,,,568,1617,648,,,,,,,
1572,48,Outer Bay,Inner Bay,PCOM,PHY3,3,275.777778,26.37142,10.45744894,0.037030325,32.18596183,0.335270436,0.001404184,0.000134276,0.012713401,0.001215727,0.004126214,0.701056307,0.314313969,1.015370276,0.038502677,0.003681842,0.026583942,0.002542106,0.011918735,0.001139736,3.230433185,3.230433185,NA,NA,NA,,,,,,,
1576,48,Outer Bay,Inner Bay,PCOM,PHY3,3,219.511112,33.35482,6.581091189,0.039836896,39.14679724,0.407779138,0.001194337,0.00018148,0.012225494,0.00185767,0.00890625,0.572010162,0.289304322,0.861314484,0.025822789,0.003923785,0.01714925,0.002605837,0.008673539,0.001317948,2.9771919,2.9771919,NA,NA,NA,,,,6.715671078,,,
1577,48,Outer Bay,Inner Bay,PCOM,PHY4,3,,,,0.00977512,13.82188907,0.134193098,0.000541284,4.16E-05,0.007430758,0.00057171,0.00275,,,,,,,,,,,,580,1253,537,,,,,,,
1584,48,Outer Bay,Inner Bay,PCOM,PHY3,3,446.694118,18.81172,23.74552237,0.029736864,75.80628672,0.78964882,0.001580763,6.66E-05,0.041976429,0.001767762,0.004427184,0.318162373,0.170404078,0.488566451,0.025971387,0.001093738,0.016912987,0.00071226,0.0090584,0.000381478,2.867105393,2.867105393,NA,NA,NA,,,,,,,
1589,48,Outer Bay,Outer Bay,PCOM,PHY7,3,83.4,11.94697,6.980849538,0.00853019,19.77872167,0.201823691,0.000714004,0.00010228,0.016893295,0.002419948,0.002804124,0.335688815,0.102793375,0.43848219,0.036702376,0.00525758,0.028098239,0.004025046,0.008604138,0.001232534,4.265665856,4.265665856,NA,NA,NA,,,,,,,
1591,48,Outer Bay,Inner Bay,PCOM,PHY3,3,217.388889,26.49346,8.205379328,0.04006901,56.3263094,0.58673239,0.001512411,0.000184319,0.02214631,0.002698999,0.008958763,0.571905386,0.204219173,0.776124559,0.029294949,0.003570213,0.021586663,0.002630794,0.007708286,0.000939419,3.800449035,3.800449035,NA,NA,NA,,,,,,,
1592,48,Outer Bay,Outer Bay,PCOM,PHY7,3,130.55,15.40816,8.472783253,0.01777741,44.88623964,0.458022854,0.001153766,0.000136173,0.029725993,0.003508409,0.001237113,0.448932689,0.167185322,0.616118011,0.039986475,0.004719403,0.029136035,0.00343878,0.01085044,0.001280623,3.68523985,3.68523985,NA,NA,NA,,,,,,,
1595,48,Outer Bay,Outer Bay,PCOM,PHY8,3,,,,0.030181877,109.0488094,1.048546245,0.001345265,0.000162754,0.046735761,0.005654234,0.0145,,,,,,,,,,,,615,1709,640,,,,,,,
1597,48,Outer Bay,Inner Bay,PCOM,PHY4,3,,,,0.01782818,14.95325269,0.145177211,0.000717256,0.000131573,0.00584071,0.001071419,NA,,,,,,,,,,,,577,1142,669,,,,,,,
1598,48,Outer Bay,Inner Bay,PCOM,PHY4,3,,,,0.027275307,32.84511211,0.318884584,0.001045701,9.41E-05,0.012225637,0.001099602,0.006485437,,,,,,,,,,,,478,1435,666,,,,,,,
1613,48,Outer Bay,Outer Bay,PCOM,PHY8,3,,,,0.016043402,36.69037843,0.3527921,0.000509855,6.89E-05,0.011211641,0.001515358,0.007817308,,,,,,,,,,,,455,1325,656,,,,,,,
1617,48,Outer Bay,Inner Bay,PCOM,PHY4,3,,,,0.066260471,50.65338674,0.491780454,0.001446322,0.000176329,0.010734501,0.0013087,0.01484466,,,,,,,,,,,,648,1957,668,,,,,,,
1621,48,Outer Bay,Outer Bay,PCOM,PHY8,3,,,,0.06262233,79.68730805,0.766224116,0.001454062,0.000171302,0.017791374,0.00209599,0.020394231,,,,,,,,,,,,607,1778,657,,,,,,,
1626,48,Outer Bay,Outer Bay,PCOM,PHY7,3,245.666667,24.13741,10.17783876,0.043540885,74.42536755,0.759442526,0.001803876,0.000177236,0.031463298,0.003091354,0.008942308,0.556565723,0.326955872,0.883521595,0.036603828,0.003596424,0.023058221,0.002265532,0.013545607,0.001330892,2.702265568,2.702265568,NA,NA,NA,,,,24.55386335,,,
1633,48,Outer Bay,Outer Bay,PCOM,PHY7,3,137.116666,21.94069,6.249423605,0.03279181,62.06569607,0.633323429,0.001494566,0.000239153,0.028865247,0.004618865,0.010632653,0.780323053,0.268472798,1.048795851,0.047801407,0.007648931,0.03556511,0.005690942,0.012236297,0.001957988,3.906525573,3.906525573,NA,NA,NA,,,,,,,
1635,48,Outer Bay,Outer Bay,PCOM,PHY7,3,128.166667,21.27286,6.024891199,0.027605446,46.85003975,0.47806163,0.001297684,0.000215387,0.022472842,0.00373,0.00194898,0.668763286,0.25913023,0.927893516,0.043618654,0.007239741,0.031437394,0.005217919,0.01218126,0.002021822,3.580799955,3.580799955,NA,NA,NA,,,,,,,
1636,48,Outer Bay,Outer Bay,PCOM,PHY8,3,,,,0.082790639,65.67059891,0.631448066,0.001480555,0.000149523,0.01129226,0.001140416,0.011683673,,,,,,,,,,,,536,1544,656,,,,,,,
1639,48,Outer Bay,Inner Bay,PCOM,PHY3,3,180.666667,26.48668,6.821038613,0.02237514,35.98217398,0.374814312,0.00084477,0.000123848,0.014151049,0.002074618,0.005582524,0.347175406,0.177919272,0.525094678,0.019824858,0.002906428,0.013107547,0.001921635,0.006717311,0.000984793,2.951308602,2.951308602,NA,NA,NA,,,,,,,
1641,156,Inner Bay,Inner Bay,PCOM,PHY4,3,,,,0.016348151,31.0197546,0.301162666,0.000925585,5.00E-05,0.017050955,0.000920361,0.003739583,,,,,,,,,,,,514,1472,650,,,,,,,
1643,156,Inner Bay,Inner Bay,PCOM,PHY4,3,,,,0.088249299,69.17843808,0.671635321,0.001656503,0.000367705,0.012607079,0.002798481,0.003815534,,,,,,,,,,,,552,1564,647,,,,,,,
1657,156,Inner Bay,Outer Bay,PCOM,PHY8,3,,,,0.075820717,59.29250395,0.57012023,0.001341596,0.000187055,0.010087892,0.001406527,0.005192308,,,,,,,,,,,,436,1232,646,,,,,,,
1658,156,Inner Bay,Inner Bay,PCOM,PHY3,3,220.833334,32.33443,6.829665282,0.069912543,71.44418329,0.744210243,0.00216217,0.000316585,0.023016031,0.003370009,0.00838835,0.480455506,0.35069153,0.831147036,0.025704707,0.003763685,0.014858945,0.002175648,0.010845762,0.001588037,2.370023125,2.370023125,NA,NA,NA,,,,4.014753874,,,
