Parent,Destination,Origin,Timepoint,Species,AFDW,SA,BM,BWg.d,BWx,BWx.d,BWg.dSA,BWg.dAFDW,BWx.dSA,BWx.dAFDW,LE,NP,R,GP,GPSA,GPAFDW,NPSA,NPAFDW,RSA,RAFDW,P_RSA,P_RAFDW,F0,FM,Yield,PercentLipids,TotalLipids,PropLipids,Final.prey.SA,Extension,Angle,Simpson,PropSpawn,FitScore,Survival,FitScoreNoRepro
96,Outer Lagoon,Inner Lagoon,1.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,521,1382,620.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,Inner Lagoon,Inner Lagoon,1.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,519.6,1312.1,612.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,Outer Lagoon,Inner Lagoon,1.5,PCOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,469,1273.555556,629.8888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,Inner Lagoon,Inner Lagoon,3,MCAP,206.4126758,129.384028,6.246580426,0.028336241,41.63619262,0.455181091,0.00079693,0.000142032,0.011772953,0.002446869,0.00704165,0.361016409,0.164457772,0.525474182,0.016146462,0.002716734,0.011079549,0.001851792,0.005066913,0.000864942,3.212438633,3.212438633,351,1048,663.4,NA,NA,NA,8.895372627,NA,NA,NA,NA,NA,100,NA
121,Outer Lagoon,Inner Lagoon,3,MCAP,271.9751114,41.820328,6.511204276,0.046352968,76.3221614,0.828724723,0.000927085,0.000179053,0.019539025,0.003632452,0.009672735,0.643344221,0.298466492,0.941810713,0.024911778,0.004690996,0.017384703,0.003318556,0.007527075,0.001372441,3.25222422,3.25222422,339.4,966.8,648.8,NA,NA,NA,1.456624358,NA,NA,NA,NA,NA,100,NA
125,Inner Lagoon,Inner Lagoon,3,MCAP,287.637745,29.5402225,11.88656307,0.036787811,47.2257013,0.511863399,0.001384484,0.000169875,0.020129846,0.002285227,0.010299389,0.675145476,0.260913397,0.936058873,0.042566395,0.003473546,0.030602126,0.002501392,0.011964269,0.000972154,3.621684676,3.621684676,381.4,1103.8,647.4,NA,NA,NA,41.43412582,NA,NA,NA,NA,NA,89.18918919,NA
125,Outer Lagoon,Inner Lagoon,3,MCAP,278.5855558,54.528082,5.052538485,0.048160737,69.18074034,0.751266182,0.000973824,0.00022489,0.017555536,0.003501179,0.012753448,1.11690614,0.587922654,1.704828794,0.033500771,0.009018211,0.021992082,0.00543536,0.011508688,0.003582851,3.107316606,3.107316606,393.5,1102.5,638.5,NA,NA,NA,6.314966848,NA,NA,NA,NA,NA,91.89189189,NA
143,Inner Lagoon,Outer Lagoon,3,MCAP,447.8228108,57.509248,8.019091764,0.038802752,25.09494767,0.275584164,0.000682852,0.000114083,0.005923167,0.000909182,0.007336224,0.867683948,0.353939981,1.221623929,0.022083714,0.002769598,0.015791449,0.001965928,0.006292265,0.00080367,3.519036976,3.519036976,463.4,1312.8,646,NA,NA,NA,10.4401935,NA,NA,NA,NA,NA,97.2972973,NA
143,Outer Lagoon,Outer Lagoon,3,MCAP,410.8399998,76.879708,5.471331728,0.061104308,39.83856857,0.432355041,0.0008525,0.000175394,0.006747699,0.001392458,0.007885329,1.259888522,0.647543953,1.907432475,0.027463478,0.004946828,0.01761467,0.003237672,0.009848808,0.001709157,2.99242721,2.99242721,387,1128,659,NA,NA,NA,18.97832264,NA,NA,NA,NA,NA,97.2972973,NA
144,Inner Lagoon,Outer Lagoon,3,MCAP,218.97949,27.54775,8.279019418,0.022809301,30.65794636,0.334866619,0.000700185,9.58E-05,0.013174014,0.001712171,0.007604147,0.411503362,0.180995752,0.592499114,0.023667087,0.002842039,0.016334048,0.001972773,0.007333039,0.000869267,3.294924821,3.294924821,444.8,1218.6,632.2,NA,NA,NA,24.49849682,NA,NA,NA,NA,NA,100,NA
144,Outer Lagoon,Outer Lagoon,3,MCAP,300.638889,47.047708,6.403266531,0.041446784,47.30964641,0.514224434,0.000764715,0.000148813,0.010519364,0.002157946,0.008323153,0.878918776,0.368223041,1.247141818,0.033582547,0.005266877,0.023665403,0.00371621,0.009917143,0.001550668,3.479631046,3.479631046,367.8,1058.6,652.2,NA,NA,NA,5.568766183,NA,NA,NA,NA,NA,100,NA
151,Inner Lagoon,Inner Lagoon,3,PCOM,150.928889,22.982098,6.436131738,0.037166705,42.03894993,0.425082972,0.001206099,0.00019978,0.018029831,0.002898133,0.007384299,0.435485616,0.22183883,0.657324446,0.029705533,0.004657175,0.019730057,0.003093179,0.009975477,0.001563996,2.973864267,2.973864267,488.6,1315.2,614.8,NA,NA,NA,13.04388868,NA,NA,NA,NA,NA,86.48648649,NA
151,Outer Lagoon,Inner Lagoon,3,PCOM,156.9911112,29.98516,5.282650557,0.041566617,45.25207829,0.458399826,0.00128142,0.000291693,0.016843781,0.003990689,0.010136105,0.419906522,0.204374916,0.624281438,0.027122733,0.005564215,0.018334222,0.003755483,0.008788511,0.001808732,3.081818201,3.081818201,543,1459,627,NA,NA,NA,34.68411288,NA,NA,NA,NA,NA,70.27027027,NA
152,Inner Lagoon,Inner Lagoon,3,PCOM,221.0622222,26.56804,8.351877337,0.037541201,38.42210636,0.387886951,0.001303563,0.000190439,0.013838189,0.002047677,0.009939197,0.402984048,0.211070254,0.614054302,0.022969414,0.002749241,0.014993089,0.001795293,0.007976325,0.000953949,2.883181054,2.883181054,547.8,1621.6,663.8,NA,NA,NA,7.60892273,NA,NA,NA,NA,NA,83.78378378,NA
152,Outer Lagoon,Inner Lagoon,3,PCOM,239.8522222,30.7852,7.750494435,0.058915667,64.06920669,0.634320214,0.001626845,0.000255769,0.018296391,0.002678474,0.010101653,0.799380189,0.3626018,1.16198199,0.038181343,0.004964521,0.026497945,0.003432519,0.011683398,0.001532002,3.269065509,3.269065509,488.8,1426,657.4,NA,NA,NA,8.069591148,NA,NA,NA,NA,NA,97.2972973,NA
153,Inner Lagoon,Inner Lagoon,3,PCOM,296.7288888,39.73141,8.922690865,0.041822857,41.8818287,0.424192313,0.001027716,0.00018736,0.011705882,0.002138768,0.008330212,0.616821654,0.288240438,0.905062092,0.029645509,0.003869929,0.020184438,0.002629248,0.009461071,0.001240681,3.10381127,3.0994886,500.75,1288.75,601.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.78378378,NA
153,Outer Lagoon,Inner Lagoon,3,PCOM,159.193889,22.378678,7.426219028,0.035472127,64.78656122,0.636154446,0.001434714,0.000201229,0.028428159,0.004049778,0.008673859,0.638648895,0.256693859,0.895342754,0.047209572,0.00613129,0.033346944,0.004334246,0.013862627,0.001797044,3.410748781,3.410748781,563.6,1500.8,622,NA,NA,NA,13.97917984,NA,NA,NA,NA,NA,91.89189189,NA
154,Inner Lagoon,Inner Lagoon,3,PCOM,203.021021,25.00525,7.527982435,0.033218636,29.65671713,0.298311319,0.001230752,0.000205198,0.011475737,0.001967431,0.007354003,0.626793887,0.310002406,0.936796293,0.034817961,0.004894778,0.023276603,0.003233086,0.011541358,0.001661692,3.020320125,3.020320125,589.6,1492.2,601.6,NA,NA,NA,13.64557035,NA,NA,NA,NA,NA,100,NA
154,Outer Lagoon,Inner Lagoon,3,PCOM,202.0989585,21.7076275,9.118720599,0.050138793,76.27547131,0.749165483,0.001798917,0.00020662,0.028033518,0.003291269,0.009644389,0.660408912,0.286373986,0.946782898,0.043406026,0.004897486,0.030237256,0.003404173,0.013168771,0.001493312,3.29851244,3.29851244,546.6,1538,646.6,NA,NA,NA,23.65345767,NA,NA,NA,NA,NA,75.67567568,NA
156,Inner Lagoon,Inner Lagoon,3,PCOM,189.9333334,24.783544,7.755507757,0.044408691,49.79726338,0.503030865,0.001473858,0.000226483,0.018511125,0.002684023,0.006688367,0.547100604,0.28293051,0.830031115,0.031809732,0.004759674,0.021220054,0.003183165,0.010589678,0.001576509,3.003164821,3.003164821,530.6,1493.6,644.2,NA,NA,NA,4.014753874,NA,NA,NA,NA,NA,91.89189189,NA
156,Outer Lagoon,Inner Lagoon,3,PCOM,179.2533334,31.272004,5.788691651,0.068473977,69.37868832,0.684146152,0.001745003,0.000279872,0.01839197,0.003027606,0.010960557,0.934092444,0.36098901,1.295081455,0.042266696,0.007307622,0.030476251,0.005274722,0.011790445,0.0020329,3.590949236,3.590949236,462.4,1437,650.6,NA,NA,NA,10.46621158,NA,NA,NA,NA,NA,97.2972973,NA
157,Inner Lagoon,Inner Lagoon,3,PCOM,190.7911112,26.427016,7.438044708,0.053533841,56.66561656,0.572306859,0.001950032,0.000280865,0.021868279,0.003139624,0.009656478,0.621202701,0.292116781,0.913319482,0.035105457,0.004965181,0.023560447,0.00334709,0.011545009,0.001618091,3.054338198,3.054338198,520.75,1353.5,612.75,NA,NA,NA,29.07993766,NA,NA,NA,NA,NA,94.5945946,NA
157,Outer Lagoon,Inner Lagoon,3,PCOM,242.8097218,30.98521,8.495229328,0.072766935,65.33927856,0.643122098,0.002068195,0.000297899,0.020426834,0.002744311,0.011505954,0.896907247,0.384933619,1.281840866,0.038768762,0.00495005,0.026808338,0.003444481,0.011960425,0.001505569,3.304229124,3.304229124,576.6,1525.6,630,NA,NA,NA,4.095502168,NA,NA,NA,NA,NA,89.18918919,NA
158,Inner Lagoon,Inner Lagoon,3,PCOM,120.4638888,16.802806,7.681396768,0.028082437,50.62519557,0.513017493,0.001482193,0.000214889,0.027546712,0.004092115,0.0055802,0.346073824,0.201341503,0.547415328,0.029167756,0.004657269,0.018489326,0.002952898,0.010678431,0.001704372,2.716861697,2.727084085,423.6666667,1185,638.3333333,NA,NA,NA,20.38139962,NA,NA,NA,NA,NA,89.18918919,NA
158,Outer Lagoon,Inner Lagoon,3,PCOM,139.2400002,23.507548,5.961351807,0.032283871,54.60463454,0.53673722,0.001348619,0.000231933,0.02450064,0.003694404,0.008684864,0.597346194,0.259452358,0.856798552,0.036585322,0.006179671,0.025567728,0.004317102,0.011017594,0.001862569,3.32314583,3.32314583,525.8,1470,640.6,NA,NA,NA,20.47997386,NA,NA,NA,NA,NA,81.08108108,NA
162,Inner Lagoon,Inner Lagoon,3,MCAP,219.4450258,33.594154,7.237274064,0.038091604,69.11757186,0.751740999,0.000838164,0.000151475,0.022847757,0.003612449,0.011457633,0.388693457,0.169771288,0.558464745,0.016874236,0.002631,0.011896219,0.001816402,0.004978016,0.000814598,3.492678616,3.492678616,405.4,1091.6,628.6,NA,NA,NA,13.11152706,NA,NA,NA,NA,NA,100,NA
162,Outer Lagoon,Inner Lagoon,3,MCAP,313.3633336,78.694036,3.965498729,0.062917291,89.54122872,0.968821982,0.000977942,0.000219228,0.017862023,0.004207898,0.010511855,0.716825466,0.309491391,1.026316857,0.02033719,0.005353879,0.014172877,0.003731732,0.006164313,0.001622147,3.36855524,3.36855524,305.6,810.6,623,NA,NA,NA,11.87865468,NA,NA,NA,NA,NA,97.2972973,NA
163,Inner Lagoon,Inner Lagoon,3,MCAP,597.6319696,93.559864,6.654881828,0.076562701,70.74023114,0.772698655,0.000901191,0.000154874,0.010117212,0.001716944,0.016806879,0.859586831,0.512497737,1.372084568,0.022988384,0.003194076,0.014597594,0.001993248,0.00839079,0.001200828,2.712487974,2.712487974,405,1096.8,662.8,NA,NA,NA,6.18336186,NA,NA,NA,NA,NA,100,NA
163,Outer Lagoon,Inner Lagoon,3,MCAP,355.3177784,60.765682,6.046412592,0.054991279,75.40283703,0.81996707,0.000871392,0.000185391,0.015416708,0.00325359,0.014254469,0.870206581,0.424905615,1.295112199,0.025230583,0.004228833,0.016936296,0.002835709,0.008294288,0.001393124,3.056047898,3.056047898,368.6,1082.4,660.8,NA,NA,NA,7.472053157,NA,NA,NA,NA,NA,100,NA
166,Inner Lagoon,Inner Lagoon,3,MCAP,234.3221048,34.283002,7.003080868,0.041766943,30.72226955,0.34092539,0.000892412,0.00016573,0.008224644,0.001482509,0.009105899,0.511826965,0.208807519,0.720634484,0.020378033,0.003082965,0.014330847,0.002170937,0.006047185,0.000912029,3.504553737,3.504553737,392.8,1065.6,631.2,NA,NA,NA,14.60552213,NA,NA,NA,NA,NA,97.2972973,NA
166,Outer Lagoon,Inner Lagoon,3,MCAP,333.24,43.658386,7.964991236,0.04772095,40.92251224,0.445168484,0.000963484,0.000150323,0.010426295,0.001612846,0.008168417,0.831973759,0.378060999,1.210034757,0.028769378,0.003726902,0.019410568,0.002542301,0.00935881,0.001184601,3.177306545,3.177306545,376.2,1060.4,645.2,NA,NA,NA,16.0478817,NA,NA,NA,NA,NA,100,NA
167,Inner Lagoon,Inner Lagoon,3,MCAP,418.2390062,69.789184,11.16357285,0.044343274,66.0770329,0.72285464,0.001056142,0.0001377,0.020319331,0.0026112,0.012189458,0.44185384,0.164084005,0.605937845,0.015640169,0.002000728,0.011296339,0.001457949,0.00434383,0.000542778,3.661736048,3.661736048,379,1067.8,644.8,NA,NA,NA,22.51682065,NA,NA,NA,NA,NA,94.5945946,NA
167,Outer Lagoon,Inner Lagoon,3,MCAP,207.4644446,34.251136,6.909052083,0.049387239,76.8687228,0.838560002,0.000836229,0.000185825,0.020022398,0.003710076,0.010317761,0.613386342,0.275490761,0.888877103,0.028701703,0.00465561,0.020125767,0.003230659,0.008575934,0.001424952,3.325937422,3.325937422,355.4,1027,654.8,NA,NA,NA,9.55738128,NA,NA,NA,NA,NA,97.2972973,NA
169,Inner Lagoon,Inner Lagoon,3,MCAP,159.1575676,22.176634,7.491267435,0.017521995,42.23439099,0.466713292,0.000629264,9.10E-05,0.01782833,0.002423724,0.006613786,0.340069897,0.131534748,0.471604646,0.02158192,0.00301605,0.015502559,0.002169282,0.006079361,0.000846768,3.63707073,3.63707073,409.8,1149.6,644,NA,NA,NA,14.42394763,NA,NA,NA,NA,NA,100,NA
169,Outer Lagoon,Inner Lagoon,3,MCAP,182.5288888,22.711576,8.952243071,0.018370913,58.03139983,0.630130927,0.000651741,0.000109295,0.02548291,0.003979132,0.006903934,0.500712345,0.201760809,0.702473154,0.034315924,0.003566714,0.02463777,0.002546502,0.009678155,0.001020212,3.578551181,3.578551181,400.4,1111,639.6,NA,NA,NA,4.230257163,NA,NA,NA,NA,NA,97.2972973,NA
170,Inner Lagoon,Inner Lagoon,3,MCAP,361.8151028,50.422114,7.64183152,0.04335415,54.41472323,0.59437457,0.00080537,0.000122129,0.012162874,0.001863459,0.012931567,0.723265612,0.307374216,1.030639828,0.021900121,0.002866494,0.015205865,0.00202178,0.006694256,0.000844713,3.538896238,3.538896238,419.6,1153.4,638.6,NA,NA,NA,15.87104845,NA,NA,NA,NA,NA,91.89189189,NA
170,Outer Lagoon,Inner Lagoon,3,MCAP,277.75,48.03917,5.652631513,0.038200812,34.28088237,0.375319965,0.000593121,0.000127532,0.007355365,0.001506464,0.009592073,0.941515987,0.384539228,1.326055214,0.031984819,0.006626173,0.022877937,0.004719241,0.009106882,0.001906932,3.500925727,3.500925727,448,1229.8,634.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.89189189,NA
208,Inner Lagoon,Outer Lagoon,3,MCAP,389.1538922,61.621318,6.392973084,0.052364148,57.69876441,0.630392435,0.000838916,0.000174509,0.010518115,0.002227123,0.012036343,0.695554884,0.281902148,0.977457031,0.018687715,0.002923463,0.013190114,0.002056455,0.005497601,0.000867008,3.429812568,3.429812568,334.8,970.2,652.8,NA,NA,NA,-3.247932371,NA,NA,NA,NA,NA,100,NA
208,Outer Lagoon,Outer Lagoon,3,MCAP,376.245555,52.485946,7.286938475,0.0534643,75.60330587,0.820724286,0.000922029,0.000159828,0.014694695,0.002488225,0.010211378,0.935822939,0.435241134,1.371064074,0.027052159,0.003959096,0.018546914,0.002712155,0.008505246,0.001246941,3.184398496,3.184398496,332.2,981.2,658,NA,NA,NA,6.82202134,NA,NA,NA,NA,NA,100,NA
21,Inner Lagoon,Outer Lagoon,3,MCAP,275.4564866,47.318908,5.865888296,0.037342371,49.47528525,0.539910592,0.000774004,0.000140993,0.012120339,0.002242396,0.009864166,0.581174344,0.232600317,0.813774661,0.017825905,0.003062887,0.012725378,0.00219749,0.005100527,0.000865397,3.616330774,3.616330774,316.2,891.8,643,NA,NA,NA,10.35348524,NA,NA,NA,NA,NA,91.89189189,NA
21,Outer Lagoon,Outer Lagoon,3,MCAP,415.214444,61.754206,7.181633357,0.057027,61.80207135,0.670790028,0.000984202,0.000146806,0.013768749,0.001804016,0.007034995,1.916804156,0.437404526,2.354208682,0.037349997,0.005873066,0.030137003,0.004798796,0.007212994,0.00107427,5.516517387,5.516517387,319.4,903.8,645,NA,NA,NA,5.488948104,NA,NA,NA,NA,NA,100,NA
22,Inner Lagoon,Outer Lagoon,3,MCAP,265.9925678,44.777764,6.366555079,0.034266043,55.05792244,0.60117695,0.000847007,0.000127456,0.016769155,0.002434725,0.010088708,0.604778889,0.283676253,0.888455142,0.020185893,0.003216847,0.014292854,0.002263484,0.005893039,0.000953363,3.590072155,3.590072155,361.8,1027.2,648.2,NA,NA,NA,24.12599933,NA,NA,NA,NA,NA,100,NA
22,Outer Lagoon,Outer Lagoon,3,MCAP,202.6500002,29.37496,6.413772163,0.029730891,60.9623199,0.663487904,0.000786439,0.000145865,0.01837397,0.003420453,0.008510985,0.634783777,0.325771755,0.960555532,0.033437065,0.005783991,0.022262842,0.003824389,0.011174223,0.001959603,2.994321812,2.994321812,370.6,1168.6,680,NA,NA,NA,17.36990888,NA,NA,NA,NA,NA,97.2972973,NA
23,Inner Lagoon,Outer Lagoon,3,MCAP,337.15702,43.143784,7.453838905,0.03694989,30.65626257,0.337754559,0.00079817,0.000130111,0.008112061,0.001298219,0.007856061,0.555273417,0.302876679,0.858150096,0.021262267,0.003223733,0.013939582,0.002123676,0.007322685,0.001100057,2.961883019,2.961883019,469.3333333,1291.333333,636.8333333,NA,NA,NA,3.010465302,NA,NA,NA,NA,NA,97.2972973,NA
23,Outer Lagoon,Outer Lagoon,3,MCAP,369.3011114,45.879514,8.910158113,0.043354798,55.80729825,0.609415041,0.000899188,0.000122797,0.014713708,0.001825319,0.009164214,0.725570959,0.394401667,1.119972626,0.025420831,0.003306646,0.016233508,0.00214251,0.009187323,0.001164137,2.797023063,2.797023063,329.2,893,621.4,NA,NA,NA,-6.601119278,NA,NA,NA,NA,NA,100,NA
24,Inner Lagoon,Outer Lagoon,3,MCAP,228.6254596,35.043718,6.759309583,0.042156715,40.28175669,0.438653963,0.000901402,0.000166139,0.010453678,0.001854012,0.009915779,0.511430943,0.224113471,0.735544413,0.021529681,0.003263963,0.014858237,0.002270309,0.006671444,0.000993655,3.265190717,3.265190717,429.6,1168,631,NA,NA,NA,5.860665149,NA,NA,NA,NA,NA,100,NA
24,Outer Lagoon,Outer Lagoon,3,MCAP,563.717778,72.251002,8.554984648,0.070074386,52.07592327,0.567290258,0.000841518,0.000160802,0.007969084,0.001489427,0.00971418,1.290713728,0.618516065,1.909229793,0.028960633,0.004332645,0.019832757,0.003034649,0.009127877,0.001297997,3.205565146,3.205565146,383.8,1128.2,657.6,NA,NA,NA,5.936797534,NA,NA,NA,NA,NA,100,NA
47,Inner Lagoon,Outer Lagoon,3,PCOM,274.394445,22.046458,12.43202409,0.034635877,42.10996898,0.426338735,0.001450621,0.00019147,0.018246647,0.00249979,0.010375449,0.40734941,0.210903024,0.618252435,0.028290831,0.00248521,0.018668604,0.001646471,0.009622227,0.00083874,2.926847842,2.926847842,521,1312.6,595.4,NA,NA,NA,6.543299675,NA,NA,NA,NA,NA,89.18918919,NA
47,Outer Lagoon,Outer Lagoon,3,PCOM,128.9,18.5939125,7.169236553,0.038260285,69.77114833,0.6931097,0.001692776,0.000288168,0.033700525,0.00658462,0.010622384,0.510584711,0.202915625,0.713500336,0.038117423,0.005120538,0.027327977,0.003663322,0.010789447,0.001457216,3.535602854,3.504128549,545,1276,573.5,NA,NA,NA,26.2016943,NA,NA,NA,NA,NA,78.37837838,NA
48,Inner Lagoon,Outer Lagoon,3,PCOM,268.0077128,26.30362,11.16209609,0.030041411,37.33185877,0.379396411,0.001093175,0.000122563,0.015266318,0.001554164,0.006756999,0.502061927,0.231232163,0.73329409,0.027883332,0.003035201,0.019068078,0.002082526,0.008815254,0.000952675,3.165297623,3.165297623,567.6,1496.6,642.4,NA,NA,NA,6.715671078,NA,NA,NA,NA,NA,94.5945946,NA
48,Outer Lagoon,Outer Lagoon,3,PCOM,144.98,18.941218,7.581157271,0.040362053,58.41509156,0.576283616,0.00123758,0.000192467,0.022239848,0.003043467,0.009639308,0.558054713,0.224907519,0.782962233,0.040942548,0.005692416,0.029459,0.004127644,0.011483548,0.001564772,3.62809936,3.62809936,556.2,1594.6,651.4,NA,NA,NA,24.55386335,NA,NA,NA,NA,NA,86.48648649,NA
49,Inner Lagoon,Outer Lagoon,3,PCOM,315.2154753,26.6807575,11.51800228,0.042647385,44.62249024,0.447909242,0.001265051,0.000174248,0.014443981,0.001984814,0.008225101,0.41101387,0.179692196,0.590706066,0.025541847,0.002374143,0.017765563,0.001662427,0.007776283,0.000711716,3.27577037,3.27577037,617.75,1449.25,606,NA,NA,NA,17.46356329,NA,NA,NA,NA,NA,78.37837838,NA
49,Outer Lagoon,Outer Lagoon,3,PCOM,240.632222,41.225044,6.045272132,0.05708457,56.79601483,0.56089112,0.001632025,0.000238632,0.016843387,0.002443801,0.012128628,0.793722996,0.317018835,1.110741831,0.030431202,0.00497161,0.021674258,0.003569805,0.008756944,0.001401806,3.468172921,3.468172921,519.8,1493.2,653.6,NA,NA,NA,9.934521217,NA,NA,NA,NA,NA,89.18918919,NA
50,Inner Lagoon,Outer Lagoon,3,PCOM,268.5666666,28.515256,9.497966521,0.043143009,33.27340281,0.337141174,0.001279617,0.000185893,0.010703282,0.001497153,0.010139184,0.482850055,0.311498855,0.794348909,0.02715138,0.003290733,0.016526538,0.001974513,0.010624842,0.00131622,2.614715589,2.614715589,510.8,1358.8,617.6,NA,NA,NA,4.243681461,NA,NA,NA,NA,NA,86.48648649,NA
50,Outer Lagoon,Outer Lagoon,3,PCOM,183.3799998,26.660926,7.592305334,0.06038264,60.87690349,0.601147422,0.001671483,0.000247876,0.019884529,0.002590288,0.012103814,0.990107694,0.428262555,1.418370249,0.04997601,0.009930072,0.035162808,0.006842155,0.014813202,0.003087916,3.387555038,3.387555038,481.6,1336.6,640.2,NA,NA,NA,4.148438912,NA,NA,NA,NA,NA,94.5945946,NA
51,Inner Lagoon,Outer Lagoon,3,MCAP,449.851596,43.4731225,10.50174523,0.037432194,56.22494816,0.61699206,0.000714648,0.000106175,0.012812058,0.001899004,0.010476196,0.497891713,0.176075719,0.673967432,0.017797465,0.002045893,0.013216792,0.00153028,0.004580672,0.000515613,3.869772159,3.869772159,304.8,827.6,620.2,NA,NA,NA,2.946277523,NA,NA,NA,NA,NA,97.2972973,NA
51,Outer Lagoon,Outer Lagoon,3,MCAP,367.2744444,53.603968,6.86619986,0.039668225,46.52537795,0.502966519,0.000879769,0.000148473,0.011310036,0.001906277,0.010040523,1.089987322,0.480322053,1.570309376,0.029074815,0.004336105,0.020162903,0.002998663,0.008911912,0.001337442,3.265260074,3.265260074,317.8333333,845.1666667,619.3333333,NA,NA,NA,6.48718133,NA,NA,NA,NA,NA,97.2972973,NA
52,Inner Lagoon,Outer Lagoon,3,MCAP,285.753855,44.442832,6.731184588,0.041271224,62.70775634,0.69315023,0.000717374,0.000149884,0.012151099,0.002590037,0.01271256,0.507055353,0.249159723,0.756215076,0.018401652,0.002765824,0.012331616,0.001847943,0.006070036,0.000917881,3.117808139,3.117808139,328.5,995.3333333,662.3333333,NA,NA,NA,9.010292805,NA,NA,NA,NA,NA,97.2972973,NA
52,Outer Lagoon,Outer Lagoon,3,MCAP,421.0970834,60.567706,7.511478969,0.04561006,51.75139347,0.561443786,0.000774249,0.00016887,0.01025602,0.002121314,0.011081609,0.741370893,0.385608394,1.126979287,0.01980398,0.003123322,0.013201234,0.002073069,0.006602746,0.001050253,2.958913782,2.958913782,381.8,1111.2,647.8,NA,NA,NA,9.153863349,NA,NA,NA,NA,NA,100,NA
54,Inner Lagoon,Outer Lagoon,3,PCOM,137.3008498,17.988628,7.280399587,0.03275386,63.79240965,0.640847461,0.001506907,0.00023478,0.031273132,0.005356319,0.006273707,0.343266767,0.180932439,0.524199205,0.028819589,0.005546898,0.018800473,0.003604508,0.010019116,0.00194239,2.875985465,2.875985465,586,1556.75,654.25,NA,NA,NA,-2.611945465,NA,NA,NA,NA,NA,91.89189189,NA
54,Outer Lagoon,Outer Lagoon,3,PCOM,167.7875,23.308555,7.647961959,0.047559271,84.85999933,0.832990983,0.001957167,0.000276991,0.036435772,0.004680619,0.010831321,0.704279185,0.300882052,1.005161237,0.04321761,0.007095576,0.03042653,0.004945142,0.012791081,0.002150434,3.425520573,3.425520573,474,1345.4,649.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.89189189,NA
55,Inner Lagoon,Outer Lagoon,3,MCAP,276.0171504,38.344222,7.257710416,0.030293878,61.0876815,0.666594657,0.000757127,0.000110975,0.017375547,0.002484096,0.012431316,0.46421409,0.191663201,0.655877291,0.017181726,0.00238887,0.012319167,0.001708286,0.004862559,0.000680584,3.717555176,3.717555176,431.2,1207.4,643.2,NA,NA,NA,9.905124794,NA,NA,NA,NA,NA,100,NA
55,Outer Lagoon,Outer Lagoon,3,MCAP,412.1541673,44.5375825,9.374069873,0.039470312,68.74143124,0.747138838,0.000700698,0.000115886,0.013818877,0.002279491,0.010764026,0.789090946,0.380931832,1.170022778,0.02568926,0.003318316,0.017862018,0.002310589,0.007827242,0.001007727,3.279540324,3.279540324,409.5,1143.5,642.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.5945946,NA
56,Inner Lagoon,Outer Lagoon,3,PCOM,274.5944448,40.318558,7.124374233,0.037455318,23.51729472,0.238993186,0.001024579,0.000158082,0.007112144,0.001070348,0.010095432,0.718527143,0.391039654,1.109566797,0.027181079,0.00445645,0.017536072,0.002892962,0.009645007,0.001563488,2.811250356,2.811250356,534.6,1815,644.8,NA,NA,NA,12.72291943,NA,NA,NA,NA,NA,94.5945946,NA
56,Outer Lagoon,Outer Lagoon,3,PCOM,215.9416664,31.552696,6.844001006,0.060153801,44.49970346,0.44036607,0.001333316,0.00022971,0.010346018,0.00172004,0.009562388,0.814276597,0.367923766,1.182200363,0.037288855,0.005445285,0.025888168,0.003782045,0.011400688,0.001663241,3.315791159,3.315791159,537.5,1465.5,636.5,NA,NA,NA,11.03891495,NA,NA,NA,NA,NA,70.27027027,NA
57,Inner Lagoon,Outer Lagoon,3,PCOM,204.9007938,23.510938,8.618521666,0.03256364,32.88323354,0.3307135,0.001150221,0.000154114,0.013093278,0.001720224,0.008931669,0.615718973,0.328611393,0.944330366,0.030591824,0.003533474,0.019773671,0.002268811,0.010818154,0.001264662,2.758292873,2.758292873,641.8,1586.8,598.4,NA,NA,NA,12.20423447,NA,NA,NA,NA,NA,89.18918919,NA
57,Outer Lagoon,Outer Lagoon,3,PCOM,194.4208335,26.379895,7.302232568,0.032610443,42.3015846,0.419423127,0.001278161,0.000195338,0.016642442,0.002695022,0.008219107,0.780061362,0.335062997,1.115124359,0.041877826,0.005748683,0.029321882,0.004030989,0.012555944,0.001717695,3.348531107,3.348531107,660.25,1766.25,622.75,NA,NA,NA,14.71343039,NA,NA,NA,NA,NA,72.97297297,NA
